date,temperature,precipm
"4:53 PM EDT on April 02, 2017",18.9,-9999.00
"5:53 PM EDT on April 02, 2017",18.3,-9999.00
"6:53 PM EDT on April 02, 2017",17.8,-9999.00
"7:53 PM EDT on April 02, 2017",13.9,-9999.00
"8:53 PM EDT on April 02, 2017",15.0,-9999.00
"9:53 PM EDT on April 02, 2017",14.4,-9999.00
"10:53 PM EDT on April 02, 2017",13.3,-9999.00
"11:53 PM EDT on April 02, 2017",12.2,-9999.00
"12:53 AM EDT on April 03, 2017",11.1,-9999.00
"1:53 AM EDT on April 03, 2017",11.1,-9999.00
"2:53 AM EDT on April 03, 2017",10.0,-9999.00
"3:53 AM EDT on April 03, 2017",8.9,-9999.00
"4:53 AM EDT on April 03, 2017",9.4,-9999.00
"5:53 AM EDT on April 03, 2017",8.3,-9999.00
"6:53 AM EDT on April 03, 2017",9.4,-9999.00
"7:53 AM EDT on April 03, 2017",10.0,-9999.00
"8:53 AM EDT on April 03, 2017",11.7,-9999.00
"9:53 AM EDT on April 03, 2017",14.4,-9999.00
"10:23 AM EDT on April 03, 2017",13.9,-9999.00
"10:53 AM EDT on April 03, 2017",13.9,-9999.00
"11:53 AM EDT on April 03, 2017",15.6,-9999.00
"12:53 PM EDT on April 03, 2017",15.6,-9999.00
"1:53 PM EDT on April 03, 2017",15.0,-9999.00
"2:53 PM EDT on April 03, 2017",15.6,-9999.00
"3:53 PM EDT on April 03, 2017",16.1,-9999.00
"4:13 PM EDT on April 03, 2017",16.7,-9999.00
"4:53 PM EDT on April 03, 2017",15.0,0.3
"5:53 PM EDT on April 03, 2017",13.9,1.3
"6:32 PM EDT on April 03, 2017",13.9,0.3
"6:53 PM EDT on April 03, 2017",13.9,0.5
"7:53 PM EDT on April 03, 2017",13.3,4.6
"8:35 PM EDT on April 03, 2017",13.3,1.8
"8:53 PM EDT on April 03, 2017",13.3,3.0
"9:00 PM EDT on April 03, 2017",13.3,0.0
"9:07 PM EDT on April 03, 2017",13.3,0.0
"9:49 PM EDT on April 03, 2017",13.0,0.0
"9:53 PM EDT on April 03, 2017",13.3,0.0
"10:53 PM EDT on April 03, 2017",12.8,-9999.00
"11:53 PM EDT on April 03, 2017",13.3,-9999.00
"12:53 AM EDT on April 04, 2017",12.8,-9999.00
"1:53 AM EDT on April 04, 2017",13.3,-9999.00
"2:23 AM EDT on April 04, 2017",13.9,-9999.00
"2:44 AM EDT on April 04, 2017",13.9,-9999.00
"2:53 AM EDT on April 04, 2017",14.4,-9999.00
"3:18 AM EDT on April 04, 2017",15.0,-9999.00
"3:53 AM EDT on April 04, 2017",15.6,-9999.00
"4:09 AM EDT on April 04, 2017",15.6,-9999.00
"4:50 AM EDT on April 04, 2017",16.0,-9999.00
"4:53 AM EDT on April 04, 2017",15.6,-9999.00
"5:53 AM EDT on April 04, 2017",15.6,-9999.00
"6:24 AM EDT on April 04, 2017",15.6,-9999.00
"6:53 AM EDT on April 04, 2017",15.6,-9999.00
"7:53 AM EDT on April 04, 2017",16.1,-9999.00
"8:53 AM EDT on April 04, 2017",17.8,-9999.00
"9:53 AM EDT on April 04, 2017",20.0,-9999.00
"10:53 AM EDT on April 04, 2017",21.7,-9999.00
"11:53 AM EDT on April 04, 2017",23.3,-9999.00
"12:53 PM EDT on April 04, 2017",23.3,-9999.00
"1:53 PM EDT on April 04, 2017",25.6,-9999.00
"2:53 PM EDT on April 04, 2017",26.7,-9999.00
"3:53 PM EDT on April 04, 2017",27.2,-9999.00
"4:53 PM EDT on April 04, 2017",27.2,-9999.00
"5:53 PM EDT on April 04, 2017",27.2,-9999.00
"6:53 PM EDT on April 04, 2017",26.1,-9999.00
"7:53 PM EDT on April 04, 2017",24.4,-9999.00
"8:53 PM EDT on April 04, 2017",22.2,-9999.00
"9:53 PM EDT on April 04, 2017",22.8,-9999.00
"10:53 PM EDT on April 04, 2017",20.6,-9999.00
"11:53 PM EDT on April 04, 2017",21.1,-9999.00
"12:53 AM EDT on April 05, 2017",20.0,-9999.00
"1:53 AM EDT on April 05, 2017",19.4,-9999.00
"2:53 AM EDT on April 05, 2017",16.1,-9999.00
"3:53 AM EDT on April 05, 2017",17.2,-9999.00
"4:53 AM EDT on April 05, 2017",15.6,-9999.00
"5:53 AM EDT on April 05, 2017",14.4,-9999.00
"6:53 AM EDT on April 05, 2017",16.1,-9999.00
"7:53 AM EDT on April 05, 2017",14.4,-9999.00
"8:53 AM EDT on April 05, 2017",18.3,-9999.00
"9:53 AM EDT on April 05, 2017",20.0,-9999.00
"10:53 AM EDT on April 05, 2017",21.1,-9999.00
"11:53 AM EDT on April 05, 2017",22.2,-9999.00
"12:53 PM EDT on April 05, 2017",23.3,-9999.00
"1:53 PM EDT on April 05, 2017",25.0,-9999.00
"2:53 PM EDT on April 05, 2017",25.0,-9999.00
"3:53 PM EDT on April 05, 2017",25.6,-9999.00
"4:53 PM EDT on April 05, 2017",25.0,-9999.00
"5:53 PM EDT on April 05, 2017",24.4,-9999.00
"6:53 PM EDT on April 05, 2017",23.9,-9999.00
"7:53 PM EDT on April 05, 2017",23.3,-9999.00
"8:53 PM EDT on April 05, 2017",22.2,-9999.00
"9:53 PM EDT on April 05, 2017",20.6,-9999.00
"10:53 PM EDT on April 05, 2017",19.4,-9999.00
"11:53 PM EDT on April 05, 2017",18.9,-9999.00
"12:53 AM EDT on April 06, 2017",18.3,-9999.00
"1:53 AM EDT on April 06, 2017",18.3,-9999.00
"2:53 AM EDT on April 06, 2017",18.3,-9999.00
"3:53 AM EDT on April 06, 2017",17.8,-9999.00
"4:53 AM EDT on April 06, 2017",16.7,0.3
"5:49 AM EDT on April 06, 2017",16.0,0.5
"5:53 AM EDT on April 06, 2017",15.0,0.5
"6:21 AM EDT on April 06, 2017",15.0,-9999.00
"6:30 AM EDT on April 06, 2017",15.6,-9999.00
"6:53 AM EDT on April 06, 2017",15.0,0.0
"7:01 AM EDT on April 06, 2017",15.0,0.3
"7:29 AM EDT on April 06, 2017",15.0,0.8
"7:40 AM EDT on April 06, 2017",14.4,1.0
"7:53 AM EDT on April 06, 2017",14.4,1.8
"8:09 AM EDT on April 06, 2017",15.6,1.3
"8:30 AM EDT on April 06, 2017",16.1,1.8
"8:50 AM EDT on April 06, 2017",16.0,3.8
"8:53 AM EDT on April 06, 2017",16.1,4.6
"9:00 AM EDT on April 06, 2017",16.1,0.8
"9:13 AM EDT on April 06, 2017",16.1,1.0
"9:23 AM EDT on April 06, 2017",16.1,4.3
"9:29 AM EDT on April 06, 2017",16.1,4.3
"9:36 AM EDT on April 06, 2017",16.1,4.3
"9:44 AM EDT on April 06, 2017",16.1,4.3
"9:53 AM EDT on April 06, 2017",16.1,4.3
"10:30 AM EDT on April 06, 2017",17.2,0.3
"10:46 AM EDT on April 06, 2017",17.2,0.3
"10:53 AM EDT on April 06, 2017",17.2,0.3
"11:05 AM EDT on April 06, 2017",17.8,-9999.00
"11:16 AM EDT on April 06, 2017",18.3,0.0
"11:34 AM EDT on April 06, 2017",17.8,0.0
"11:42 AM EDT on April 06, 2017",17.8,0.0
"11:46 AM EDT on April 06, 2017",17.8,0.3
"11:53 AM EDT on April 06, 2017",17.2,0.8
"12:04 PM EDT on April 06, 2017",15.6,1.8
"12:14 PM EDT on April 06, 2017",14.4,2.3
"12:53 PM EDT on April 06, 2017",13.9,2.3
"1:53 PM EDT on April 06, 2017",18.9,-9999.00
"2:53 PM EDT on April 06, 2017",18.3,-9999.00
"3:53 PM EDT on April 06, 2017",18.9,-9999.00
"4:53 PM EDT on April 06, 2017",17.8,-9999.00
"5:53 PM EDT on April 06, 2017",16.1,-9999.00
"6:53 PM EDT on April 06, 2017",15.0,-9999.00
"7:53 PM EDT on April 06, 2017",13.3,-9999.00
"8:53 PM EDT on April 06, 2017",11.1,-9999.00
"9:53 PM EDT on April 06, 2017",10.0,-9999.00
"10:53 PM EDT on April 06, 2017",10.0,-9999.00
"11:53 PM EDT on April 06, 2017",10.0,-9999.00
"12:53 AM EDT on April 07, 2017",9.4,-9999.00
"1:53 AM EDT on April 07, 2017",8.9,-9999.00
"2:53 AM EDT on April 07, 2017",8.9,-9999.00
"3:53 AM EDT on April 07, 2017",8.3,-9999.00
"4:53 AM EDT on April 07, 2017",7.8,-9999.00
"5:53 AM EDT on April 07, 2017",7.8,-9999.00
"6:53 AM EDT on April 07, 2017",7.8,-9999.00
"7:53 AM EDT on April 07, 2017",7.8,-9999.00
"8:53 AM EDT on April 07, 2017",8.3,-9999.00
"9:53 AM EDT on April 07, 2017",8.9,-9999.00
"10:53 AM EDT on April 07, 2017",10.0,-9999.00
"11:53 AM EDT on April 07, 2017",10.6,-9999.00
"12:53 PM EDT on April 07, 2017",9.4,-9999.00
"1:53 PM EDT on April 07, 2017",9.4,-9999.00
"2:53 PM EDT on April 07, 2017",9.4,-9999.00
"3:53 PM EDT on April 07, 2017",9.4,-9999.00
"4:53 PM EDT on April 07, 2017",10.0,-9999.00
"5:53 PM EDT on April 07, 2017",10.6,-9999.00
"6:53 PM EDT on April 07, 2017",10.0,-9999.00
"7:53 PM EDT on April 07, 2017",8.9,-9999.00
"8:53 PM EDT on April 07, 2017",7.2,-9999.00
"9:53 PM EDT on April 07, 2017",6.7,-9999.00
"10:53 PM EDT on April 07, 2017",6.7,-9999.00
"11:53 PM EDT on April 07, 2017",6.1,-9999.00
"12:53 AM EDT on April 08, 2017",7.2,-9999.00
"1:53 AM EDT on April 08, 2017",6.7,-9999.00
"2:53 AM EDT on April 08, 2017",5.6,-9999.00
"3:53 AM EDT on April 08, 2017",7.8,-9999.00
"4:53 AM EDT on April 08, 2017",6.7,-9999.00
"5:53 AM EDT on April 08, 2017",4.4,-9999.00
"6:53 AM EDT on April 08, 2017",4.4,-9999.00
"7:53 AM EDT on April 08, 2017",6.7,-9999.00
"8:53 AM EDT on April 08, 2017",8.9,-9999.00
"9:53 AM EDT on April 08, 2017",11.7,-9999.00
"10:53 AM EDT on April 08, 2017",13.3,-9999.00
"11:53 AM EDT on April 08, 2017",15.0,-9999.00
"12:53 PM EDT on April 08, 2017",16.1,-9999.00
"1:53 PM EDT on April 08, 2017",17.8,-9999.00
"2:53 PM EDT on April 08, 2017",19.4,-9999.00
"3:53 PM EDT on April 08, 2017",20.6,-9999.00
"4:53 PM EDT on April 08, 2017",20.0,-9999.00
"5:53 PM EDT on April 08, 2017",19.4,-9999.00
"6:53 PM EDT on April 08, 2017",18.9,-9999.00
"7:53 PM EDT on April 08, 2017",16.1,-9999.00
"8:53 PM EDT on April 08, 2017",15.0,-9999.00
"9:53 PM EDT on April 08, 2017",13.9,-9999.00
"10:53 PM EDT on April 08, 2017",11.1,-9999.00
"11:53 PM EDT on April 08, 2017",9.4,-9999.00
"12:53 AM EDT on April 09, 2017",10.6,-9999.00
"1:53 AM EDT on April 09, 2017",10.0,-9999.00
"2:53 AM EDT on April 09, 2017",6.7,-9999.00
"3:53 AM EDT on April 09, 2017",8.3,-9999.00
"4:53 AM EDT on April 09, 2017",4.4,-9999.00
"5:53 AM EDT on April 09, 2017",3.9,-9999.00
"6:53 AM EDT on April 09, 2017",3.3,-9999.00
"7:53 AM EDT on April 09, 2017",6.7,-9999.00
"8:53 AM EDT on April 09, 2017",8.9,-9999.00
"9:53 AM EDT on April 09, 2017",13.9,-9999.00
"10:53 AM EDT on April 09, 2017",17.2,-9999.00
"11:53 AM EDT on April 09, 2017",18.9,-9999.00
"12:53 PM EDT on April 09, 2017",19.4,-9999.00
"1:53 PM EDT on April 09, 2017",21.1,-9999.00
"2:53 PM EDT on April 09, 2017",22.2,-9999.00
"3:53 PM EDT on April 09, 2017",22.8,-9999.00
"4:53 PM EDT on April 09, 2017",23.3,-9999.00
"5:53 PM EDT on April 09, 2017",23.3,-9999.00
"6:53 PM EDT on April 09, 2017",21.7,-9999.00
"7:53 PM EDT on April 09, 2017",17.8,-9999.00
"8:53 PM EDT on April 09, 2017",17.2,-9999.00
"9:53 PM EDT on April 09, 2017",17.2,-9999.00
"10:53 PM EDT on April 09, 2017",16.1,-9999.00
"11:53 PM EDT on April 09, 2017",13.3,-9999.00
"12:53 AM EDT on April 10, 2017",14.4,-9999.00
"1:53 AM EDT on April 10, 2017",12.2,-9999.00
"2:53 AM EDT on April 10, 2017",12.2,-9999.00
"3:53 AM EDT on April 10, 2017",12.2,-9999.00
"4:53 AM EDT on April 10, 2017",10.6,-9999.00
"5:53 AM EDT on April 10, 2017",11.1,-9999.00
"6:53 AM EDT on April 10, 2017",11.1,-9999.00
"7:53 AM EDT on April 10, 2017",12.8,-9999.00
"8:53 AM EDT on April 10, 2017",15.6,-9999.00
"9:53 AM EDT on April 10, 2017",18.3,-9999.00
"10:53 AM EDT on April 10, 2017",21.7,-9999.00
"11:53 AM EDT on April 10, 2017",23.9,-9999.00
"12:53 PM EDT on April 10, 2017",26.1,-9999.00
"1:53 PM EDT on April 10, 2017",27.2,-9999.00
"2:53 PM EDT on April 10, 2017",26.7,-9999.00
"3:53 PM EDT on April 10, 2017",27.2,-9999.00
"4:53 PM EDT on April 10, 2017",27.2,-9999.00
"5:53 PM EDT on April 10, 2017",26.1,-9999.00
"6:53 PM EDT on April 10, 2017",25.6,-9999.00
"7:53 PM EDT on April 10, 2017",23.9,-9999.00
"8:53 PM EDT on April 10, 2017",22.2,-9999.00
"9:53 PM EDT on April 10, 2017",21.1,-9999.00
"10:53 PM EDT on April 10, 2017",20.0,-9999.00
"11:53 PM EDT on April 10, 2017",18.9,-9999.00
"12:53 AM EDT on April 11, 2017",18.3,-9999.00
"1:53 AM EDT on April 11, 2017",17.2,-9999.00
"2:53 AM EDT on April 11, 2017",15.6,-9999.00
"3:53 AM EDT on April 11, 2017",15.6,-9999.00
"4:53 AM EDT on April 11, 2017",15.0,-9999.00
"5:53 AM EDT on April 11, 2017",14.4,-9999.00
"6:53 AM EDT on April 11, 2017",14.4,-9999.00
"7:53 AM EDT on April 11, 2017",15.6,-9999.00
"8:53 AM EDT on April 11, 2017",17.8,-9999.00
"9:53 AM EDT on April 11, 2017",20.6,-9999.00
"10:53 AM EDT on April 11, 2017",24.4,-9999.00
"11:53 AM EDT on April 11, 2017",27.2,-9999.00
"12:53 PM EDT on April 11, 2017",28.9,-9999.00
"1:53 PM EDT on April 11, 2017",29.4,-9999.00
"2:53 PM EDT on April 11, 2017",30.0,-9999.00
"3:53 PM EDT on April 11, 2017",30.0,-9999.00
"4:53 PM EDT on April 11, 2017",30.6,-9999.00
"5:53 PM EDT on April 11, 2017",30.0,-9999.00
"6:53 PM EDT on April 11, 2017",27.8,-9999.00
"7:53 PM EDT on April 11, 2017",26.1,-9999.00
"8:53 PM EDT on April 11, 2017",24.4,-9999.00
"9:53 PM EDT on April 11, 2017",22.8,-9999.00
"10:53 PM EDT on April 11, 2017",22.2,-9999.00
"11:53 PM EDT on April 11, 2017",21.7,-9999.00
"12:53 AM EDT on April 12, 2017",20.6,-9999.00
"1:53 AM EDT on April 12, 2017",17.2,-9999.00
"2:53 AM EDT on April 12, 2017",19.4,-9999.00
"3:53 AM EDT on April 12, 2017",18.3,-9999.00
"4:53 AM EDT on April 12, 2017",18.3,-9999.00
"5:53 AM EDT on April 12, 2017",18.3,-9999.00
"6:53 AM EDT on April 12, 2017",16.1,-9999.00
"7:53 AM EDT on April 12, 2017",17.8,-9999.00
"8:53 AM EDT on April 12, 2017",17.8,0.0
"9:53 AM EDT on April 12, 2017",20.0,0.0
"10:53 AM EDT on April 12, 2017",20.0,-9999.00
"11:53 AM EDT on April 12, 2017",22.8,-9999.00
"12:53 PM EDT on April 12, 2017",23.3,-9999.00
"1:53 PM EDT on April 12, 2017",25.0,-9999.00
"2:53 PM EDT on April 12, 2017",26.1,-9999.00
"3:53 PM EDT on April 12, 2017",26.1,-9999.00
"4:53 PM EDT on April 12, 2017",27.2,-9999.00
"5:53 PM EDT on April 12, 2017",25.6,-9999.00
"6:53 PM EDT on April 12, 2017",26.7,-9999.00
"7:53 PM EDT on April 12, 2017",22.2,-9999.00
"8:53 PM EDT on April 12, 2017",21.7,-9999.00
"9:53 PM EDT on April 12, 2017",21.1,-9999.00
"10:53 PM EDT on April 12, 2017",19.4,-9999.00
"11:53 PM EDT on April 12, 2017",18.9,-9999.00
"12:53 AM EDT on April 13, 2017",18.3,-9999.00
"1:53 AM EDT on April 13, 2017",17.8,-9999.00
"2:53 AM EDT on April 13, 2017",16.1,-9999.00
"3:53 AM EDT on April 13, 2017",14.4,-9999.00
"4:53 AM EDT on April 13, 2017",14.4,-9999.00
"5:53 AM EDT on April 13, 2017",13.9,-9999.00
"6:53 AM EDT on April 13, 2017",12.2,-9999.00
"7:53 AM EDT on April 13, 2017",13.9,-9999.00
"8:53 AM EDT on April 13, 2017",15.6,-9999.00
"9:53 AM EDT on April 13, 2017",16.7,-9999.00
"10:53 AM EDT on April 13, 2017",18.3,-9999.00
"11:53 AM EDT on April 13, 2017",20.0,-9999.00
"12:53 PM EDT on April 13, 2017",21.1,-9999.00
"1:53 PM EDT on April 13, 2017",22.2,-9999.00
"2:53 PM EDT on April 13, 2017",23.3,-9999.00
"3:53 PM EDT on April 13, 2017",23.3,-9999.00
"4:53 PM EDT on April 13, 2017",23.9,-9999.00
"5:53 PM EDT on April 13, 2017",23.3,-9999.00
"6:53 PM EDT on April 13, 2017",21.7,-9999.00
"7:53 PM EDT on April 13, 2017",20.6,-9999.00
"8:53 PM EDT on April 13, 2017",18.9,-9999.00
"9:53 PM EDT on April 13, 2017",16.7,-9999.00
"10:53 PM EDT on April 13, 2017",16.1,-9999.00
"11:53 PM EDT on April 13, 2017",15.6,-9999.00
"12:53 AM EDT on April 14, 2017",13.3,-9999.00
"1:53 AM EDT on April 14, 2017",12.2,-9999.00
"2:53 AM EDT on April 14, 2017",13.3,-9999.00
"3:53 AM EDT on April 14, 2017",11.7,-9999.00
"4:53 AM EDT on April 14, 2017",11.1,-9999.00
"5:53 AM EDT on April 14, 2017",11.1,-9999.00
"6:53 AM EDT on April 14, 2017",11.1,-9999.00
"7:53 AM EDT on April 14, 2017",12.2,-9999.00
"8:53 AM EDT on April 14, 2017",14.4,-9999.00
"9:53 AM EDT on April 14, 2017",17.2,-9999.00
"10:53 AM EDT on April 14, 2017",18.9,-9999.00
"11:53 AM EDT on April 14, 2017",20.0,-9999.00
"12:53 PM EDT on April 14, 2017",21.7,-9999.00
"1:53 PM EDT on April 14, 2017",23.3,-9999.00
"2:53 PM EDT on April 14, 2017",23.9,-9999.00
"3:53 PM EDT on April 14, 2017",24.4,-9999.00
"4:53 PM EDT on April 14, 2017",25.0,-9999.00
"5:53 PM EDT on April 14, 2017",23.9,-9999.00
"6:53 PM EDT on April 14, 2017",23.3,-9999.00
"7:53 PM EDT on April 14, 2017",22.2,-9999.00
"8:53 PM EDT on April 14, 2017",20.0,-9999.00
"9:53 PM EDT on April 14, 2017",17.8,-9999.00
"10:53 PM EDT on April 14, 2017",17.8,-9999.00
"11:53 PM EDT on April 14, 2017",16.7,-9999.00
"12:53 AM EDT on April 15, 2017",16.1,-9999.00
"1:53 AM EDT on April 15, 2017",15.6,-9999.00
"2:53 AM EDT on April 15, 2017",13.9,-9999.00
"3:53 AM EDT on April 15, 2017",12.8,-9999.00
"4:20 AM EDT on April 15, 2017",12.2,-9999.00
"4:53 AM EDT on April 15, 2017",12.8,-9999.00
"5:53 AM EDT on April 15, 2017",13.3,-9999.00
"6:53 AM EDT on April 15, 2017",13.3,-9999.00
"7:53 AM EDT on April 15, 2017",13.9,-9999.00
"8:46 AM EDT on April 15, 2017",15.6,-9999.00
"8:53 AM EDT on April 15, 2017",16.1,-9999.00
"9:53 AM EDT on April 15, 2017",17.2,-9999.00
"10:53 AM EDT on April 15, 2017",18.9,-9999.00
"11:53 AM EDT on April 15, 2017",21.1,-9999.00
"12:53 PM EDT on April 15, 2017",23.3,-9999.00
"1:53 PM EDT on April 15, 2017",25.6,-9999.00
"2:53 PM EDT on April 15, 2017",26.7,-9999.00
"3:27 PM EDT on April 15, 2017",26.1,-9999.00
"3:41 PM EDT on April 15, 2017",26.1,-9999.00
"3:53 PM EDT on April 15, 2017",26.1,-9999.00
"4:53 PM EDT on April 15, 2017",26.1,0.0
"5:53 PM EDT on April 15, 2017",28.3,-9999.00
"6:53 PM EDT on April 15, 2017",27.2,-9999.00
"7:53 PM EDT on April 15, 2017",26.1,-9999.00
"8:53 PM EDT on April 15, 2017",24.4,-9999.00
"9:53 PM EDT on April 15, 2017",21.1,-9999.00
"10:53 PM EDT on April 15, 2017",21.7,-9999.00
"11:53 PM EDT on April 15, 2017",21.1,-9999.00
"12:53 AM EDT on April 16, 2017",20.0,-9999.00
"1:53 AM EDT on April 16, 2017",19.4,-9999.00
"2:53 AM EDT on April 16, 2017",19.0,-9999.00
"3:53 AM EDT on April 16, 2017",18.9,-9999.00
"4:53 AM EDT on April 16, 2017",17.8,-9999.00
"5:53 AM EDT on April 16, 2017",16.1,-9999.00
"6:53 AM EDT on April 16, 2017",18.3,-9999.00
"7:53 AM EDT on April 16, 2017",18.9,-9999.00
"8:53 AM EDT on April 16, 2017",21.7,-9999.00
"9:53 AM EDT on April 16, 2017",25.0,-9999.00
"10:53 AM EDT on April 16, 2017",27.8,-9999.00
"11:53 AM EDT on April 16, 2017",28.9,-9999.00
"12:53 PM EDT on April 16, 2017",29.4,-9999.00
"1:53 PM EDT on April 16, 2017",30.0,-9999.00
"2:53 PM EDT on April 16, 2017",31.1,-9999.00
"3:53 PM EDT on April 16, 2017",29.4,-9999.00
"4:53 PM EDT on April 16, 2017",27.2,-9999.00
"5:53 PM EDT on April 16, 2017",27.8,-9999.00
"6:53 PM EDT on April 16, 2017",25.0,-9999.00
"7:53 PM EDT on April 16, 2017",23.9,-9999.00
"8:53 PM EDT on April 16, 2017",23.3,-9999.00
"9:53 PM EDT on April 16, 2017",22.2,-9999.00
"10:53 PM EDT on April 16, 2017",21.7,-9999.00
"11:53 PM EDT on April 16, 2017",18.9,-9999.00
"12:53 AM EDT on April 17, 2017",17.8,-9999.00
"1:53 AM EDT on April 17, 2017",17.8,-9999.00
"2:53 AM EDT on April 17, 2017",18.9,-9999.00
"3:53 AM EDT on April 17, 2017",17.8,-9999.00
"4:53 AM EDT on April 17, 2017",16.7,-9999.00
"5:53 AM EDT on April 17, 2017",16.1,-9999.00
"6:53 AM EDT on April 17, 2017",16.7,-9999.00
"7:53 AM EDT on April 17, 2017",20.0,-9999.00
"8:53 AM EDT on April 17, 2017",22.8,-9999.00
"9:53 AM EDT on April 17, 2017",23.9,-9999.00
"10:53 AM EDT on April 17, 2017",22.8,0.0
"11:53 AM EDT on April 17, 2017",21.7,0.0
"12:53 PM EDT on April 17, 2017",20.6,0.3
"1:53 PM EDT on April 17, 2017",18.9,1.5
"2:24 PM EDT on April 17, 2017",18.9,0.0
"2:53 PM EDT on April 17, 2017",20.0,0.0
"2:56 PM EDT on April 17, 2017",20.6,-9999.00
"3:53 PM EDT on April 17, 2017",21.1,-9999.00
"4:53 PM EDT on April 17, 2017",20.0,-9999.00
"5:53 PM EDT on April 17, 2017",21.1,-9999.00
"6:53 PM EDT on April 17, 2017",20.0,-9999.00
"7:53 PM EDT on April 17, 2017",18.9,-9999.00
"8:53 PM EDT on April 17, 2017",17.2,-9999.00
"9:53 PM EDT on April 17, 2017",16.1,-9999.00
"10:53 PM EDT on April 17, 2017",14.4,-9999.00
"11:53 PM EDT on April 17, 2017",14.4,-9999.00
"12:53 AM EDT on April 18, 2017",13.3,-9999.00
"1:53 AM EDT on April 18, 2017",12.8,-9999.00
"2:53 AM EDT on April 18, 2017",13.3,-9999.00
"3:53 AM EDT on April 18, 2017",13.3,-9999.00
"4:53 AM EDT on April 18, 2017",11.7,-9999.00
"5:53 AM EDT on April 18, 2017",12.2,-9999.00
"6:53 AM EDT on April 18, 2017",11.1,-9999.00
"7:53 AM EDT on April 18, 2017",13.3,-9999.00
"8:53 AM EDT on April 18, 2017",16.7,-9999.00
"9:53 AM EDT on April 18, 2017",18.3,-9999.00
"10:53 AM EDT on April 18, 2017",19.4,-9999.00
"11:53 AM EDT on April 18, 2017",20.6,-9999.00
"12:53 PM EDT on April 18, 2017",22.2,-9999.00
"1:53 PM EDT on April 18, 2017",22.8,-9999.00
"2:53 PM EDT on April 18, 2017",23.3,-9999.00
"3:53 PM EDT on April 18, 2017",22.8,-9999.00
"4:53 PM EDT on April 18, 2017",23.3,-9999.00
"5:53 PM EDT on April 18, 2017",22.2,-9999.00
"6:53 PM EDT on April 18, 2017",21.1,-9999.00
"7:53 PM EDT on April 18, 2017",20.0,-9999.00
"8:53 PM EDT on April 18, 2017",18.3,-9999.00
"9:53 PM EDT on April 18, 2017",17.2,-9999.00
"10:53 PM EDT on April 18, 2017",16.7,-9999.00
"11:53 PM EDT on April 18, 2017",15.6,-9999.00
"12:53 AM EDT on April 19, 2017",15.0,-9999.00
"1:53 AM EDT on April 19, 2017",14.4,-9999.00
"2:53 AM EDT on April 19, 2017",13.9,-9999.00
"3:53 AM EDT on April 19, 2017",13.3,0.0
"4:53 AM EDT on April 19, 2017",13.3,0.0
"5:53 AM EDT on April 19, 2017",12.8,0.0
"6:53 AM EDT on April 19, 2017",12.8,-9999.00
"7:53 AM EDT on April 19, 2017",11.1,0.3
"8:53 AM EDT on April 19, 2017",11.1,1.0
"9:33 AM EDT on April 19, 2017",11.1,0.3
"9:44 AM EDT on April 19, 2017",11.1,0.5
"9:53 AM EDT on April 19, 2017",11.1,0.5
"10:26 AM EDT on April 19, 2017",11.1,0.0
"10:36 AM EDT on April 19, 2017",11.1,0.0
"10:53 AM EDT on April 19, 2017",11.1,0.3
"11:53 AM EDT on April 19, 2017",11.1,0.0
"12:53 PM EDT on April 19, 2017",11.7,0.0
"1:00 PM EDT on April 19, 2017",11.7,-9999.00
"1:53 PM EDT on April 19, 2017",13.9,-9999.00
"2:53 PM EDT on April 19, 2017",13.3,-9999.00
"3:02 PM EDT on April 19, 2017",13.9,-9999.00
"3:24 PM EDT on April 19, 2017",13.9,-9999.00
"3:31 PM EDT on April 19, 2017",13.9,-9999.00
"3:53 PM EDT on April 19, 2017",13.9,-9999.00
"4:12 PM EDT on April 19, 2017",13.9,-9999.00
"4:46 PM EDT on April 19, 2017",13.9,-9999.00
"4:53 PM EDT on April 19, 2017",14.4,-9999.00
"5:53 PM EDT on April 19, 2017",13.9,-9999.00
"6:53 PM EDT on April 19, 2017",14.4,-9999.00
"7:53 PM EDT on April 19, 2017",13.9,-9999.00
"8:53 PM EDT on April 19, 2017",13.9,-9999.00
"9:44 PM EDT on April 19, 2017",13.9,-9999.00
"9:53 PM EDT on April 19, 2017",13.3,-9999.00
"10:18 PM EDT on April 19, 2017",13.3,-9999.00
"10:53 PM EDT on April 19, 2017",13.3,-9999.00
"11:19 PM EDT on April 19, 2017",13.3,-9999.00
"11:53 PM EDT on April 19, 2017",12.8,-9999.00
"12:06 AM EDT on April 20, 2017",13.3,-9999.00
"12:18 AM EDT on April 20, 2017",13.3,-9999.00
"12:48 AM EDT on April 20, 2017",13.0,-9999.00
"12:53 AM EDT on April 20, 2017",12.8,-9999.00
"1:53 AM EDT on April 20, 2017",12.8,-9999.00
"2:53 AM EDT on April 20, 2017",12.8,-9999.00
"3:53 AM EDT on April 20, 2017",12.8,-9999.00
"4:53 AM EDT on April 20, 2017",12.8,-9999.00
"5:53 AM EDT on April 20, 2017",13.3,-9999.00
"6:53 AM EDT on April 20, 2017",13.3,-9999.00
"7:53 AM EDT on April 20, 2017",14.4,-9999.00
"8:53 AM EDT on April 20, 2017",16.1,-9999.00
"9:53 AM EDT on April 20, 2017",18.3,-9999.00
