date,temperature,precipm
"9:53 AM EDT on August 14, 2017",21.7,0.0
"10:53 AM EDT on August 14, 2017",23.9,-9999.00
"11:53 AM EDT on August 14, 2017",25.0,-9999.00
"12:53 PM EDT on August 14, 2017",25.0,0.0
"1:53 PM EDT on August 14, 2017",25.6,0.0
"2:53 PM EDT on August 14, 2017",25.6,0.0
"3:53 PM EDT on August 14, 2017",26.1,0.0
"4:53 PM EDT on August 14, 2017",25.6,0.0
"5:53 PM EDT on August 14, 2017",25.0,-9999.00
"6:53 PM EDT on August 14, 2017",24.4,-9999.00
"7:53 PM EDT on August 14, 2017",23.9,-9999.00
"8:53 PM EDT on August 14, 2017",23.3,0.0
"9:53 PM EDT on August 14, 2017",23.3,-9999.00
"10:26 PM EDT on August 14, 2017",23.3,0.0
"10:44 PM EDT on August 14, 2017",22.8,0.0
"10:53 PM EDT on August 14, 2017",22.8,0.0
"11:16 PM EDT on August 14, 2017",23.3,-9999.00
"11:53 PM EDT on August 14, 2017",22.8,-9999.00
"12:53 AM EDT on August 15, 2017",22.8,-9999.00
"1:53 AM EDT on August 15, 2017",22.8,-9999.00
"2:53 AM EDT on August 15, 2017",22.8,0.0
"3:10 AM EDT on August 15, 2017",22.8,0.0
"3:53 AM EDT on August 15, 2017",22.8,0.0
"4:53 AM EDT on August 15, 2017",22.8,0.0
"5:29 AM EDT on August 15, 2017",22.2,0.0
"5:38 AM EDT on August 15, 2017",22.2,0.0
"5:53 AM EDT on August 15, 2017",22.2,0.0
"6:50 AM EDT on August 15, 2017",22.0,0.5
"6:53 AM EDT on August 15, 2017",22.2,0.5
"7:53 AM EDT on August 15, 2017",22.2,0.3
"8:51 AM EDT on August 15, 2017",22.0,3.0
"8:53 AM EDT on August 15, 2017",22.2,3.3
"9:19 AM EDT on August 15, 2017",22.2,0.3
"9:26 AM EDT on August 15, 2017",22.2,0.3
"9:53 AM EDT on August 15, 2017",22.2,2.5
"10:25 AM EDT on August 15, 2017",22.2,3.8
"10:53 AM EDT on August 15, 2017",22.8,4.1
"11:53 AM EDT on August 15, 2017",23.9,0.3
"12:53 PM EDT on August 15, 2017",26.1,-9999.00
"1:00 PM EDT on August 15, 2017",26.1,-9999.00
"1:34 PM EDT on August 15, 2017",26.7,-9999.00
"1:53 PM EDT on August 15, 2017",27.2,-9999.00
"2:53 PM EDT on August 15, 2017",28.3,-9999.00
"3:53 PM EDT on August 15, 2017",28.3,-9999.00
"4:53 PM EDT on August 15, 2017",28.9,-9999.00
"5:53 PM EDT on August 15, 2017",29.4,-9999.00
"6:53 PM EDT on August 15, 2017",27.8,0.0
"7:53 PM EDT on August 15, 2017",26.1,0.0
"8:53 PM EDT on August 15, 2017",25.0,-9999.00
"9:53 PM EDT on August 15, 2017",24.4,-9999.00
"10:08 PM EDT on August 15, 2017",24.4,-9999.00
"10:53 PM EDT on August 15, 2017",23.9,-9999.00
"11:00 PM EDT on August 15, 2017",23.9,-9999.00
"11:28 PM EDT on August 15, 2017",23.3,-9999.00
"11:44 PM EDT on August 15, 2017",23.3,-9999.00
"11:53 PM EDT on August 15, 2017",23.3,-9999.00
"12:53 AM EDT on August 16, 2017",23.3,-9999.00
"1:00 AM EDT on August 16, 2017",23.3,-9999.00
"1:22 AM EDT on August 16, 2017",23.3,-9999.00
"1:30 AM EDT on August 16, 2017",22.8,-9999.00
"1:33 AM EDT on August 16, 2017",22.8,-9999.00
"1:53 AM EDT on August 16, 2017",23.3,-9999.00
"1:56 AM EDT on August 16, 2017",23.3,-9999.00
"2:01 AM EDT on August 16, 2017",23.3,-9999.00
"2:53 AM EDT on August 16, 2017",22.2,-9999.00
"3:53 AM EDT on August 16, 2017",22.2,-9999.00
"4:53 AM EDT on August 16, 2017",21.7,-9999.00
"5:53 AM EDT on August 16, 2017",22.2,-9999.00
"6:29 AM EDT on August 16, 2017",21.7,-9999.00
"6:37 AM EDT on August 16, 2017",21.7,-9999.00
"6:40 AM EDT on August 16, 2017",21.7,-9999.00
"6:48 AM EDT on August 16, 2017",21.0,-9999.00
"6:53 AM EDT on August 16, 2017",21.7,-9999.00
"7:53 AM EDT on August 16, 2017",22.8,-9999.00
"8:53 AM EDT on August 16, 2017",24.4,-9999.00
"9:53 AM EDT on August 16, 2017",26.7,-9999.00
"10:53 AM EDT on August 16, 2017",28.9,-9999.00
"11:53 AM EDT on August 16, 2017",31.1,-9999.00
"12:53 PM EDT on August 16, 2017",31.1,-9999.00
"1:53 PM EDT on August 16, 2017",32.2,-9999.00
"2:53 PM EDT on August 16, 2017",32.2,-9999.00
"3:53 PM EDT on August 16, 2017",32.8,-9999.00
"4:53 PM EDT on August 16, 2017",32.2,-9999.00
"5:53 PM EDT on August 16, 2017",32.2,-9999.00
"6:53 PM EDT on August 16, 2017",31.1,-9999.00
"7:53 PM EDT on August 16, 2017",28.9,-9999.00
"8:53 PM EDT on August 16, 2017",26.7,0.0
"9:53 PM EDT on August 16, 2017",25.6,-9999.00
"10:53 PM EDT on August 16, 2017",25.0,-9999.00
"11:53 PM EDT on August 16, 2017",23.9,-9999.00
"12:53 AM EDT on August 17, 2017",23.9,-9999.00
"1:53 AM EDT on August 17, 2017",22.8,-9999.00
"2:53 AM EDT on August 17, 2017",22.2,-9999.00
"3:53 AM EDT on August 17, 2017",21.7,-9999.00
"4:53 AM EDT on August 17, 2017",21.7,-9999.00
"5:53 AM EDT on August 17, 2017",21.1,-9999.00
"6:53 AM EDT on August 17, 2017",21.1,-9999.00
"7:53 AM EDT on August 17, 2017",23.3,-9999.00
"8:53 AM EDT on August 17, 2017",24.4,-9999.00
"9:53 AM EDT on August 17, 2017",26.1,-9999.00
"10:53 AM EDT on August 17, 2017",28.3,-9999.00
"11:53 AM EDT on August 17, 2017",29.4,-9999.00
"12:53 PM EDT on August 17, 2017",31.1,-9999.00
"1:53 PM EDT on August 17, 2017",32.2,-9999.00
"2:53 PM EDT on August 17, 2017",32.8,-9999.00
"3:53 PM EDT on August 17, 2017",32.2,-9999.00
"4:53 PM EDT on August 17, 2017",32.2,-9999.00
"5:53 PM EDT on August 17, 2017",31.7,-9999.00
"6:53 PM EDT on August 17, 2017",30.6,-9999.00
"7:00 PM EDT on August 17, 2017",30.6,-9999.00
"7:16 PM EDT on August 17, 2017",30.0,0.0
"7:40 PM EDT on August 17, 2017",26.7,1.0
"7:46 PM EDT on August 17, 2017",26.7,1.5
"7:53 PM EDT on August 17, 2017",27.2,1.5
"8:02 PM EDT on August 17, 2017",26.1,0.3
"8:07 PM EDT on August 17, 2017",26.1,3.8
"8:14 PM EDT on August 17, 2017",26.1,4.1
"8:17 PM EDT on August 17, 2017",26.1,4.1
"8:19 PM EDT on August 17, 2017",26.7,4.1
"8:42 PM EDT on August 17, 2017",27.8,4.1
"8:50 PM EDT on August 17, 2017",27.0,4.1
"8:53 PM EDT on August 17, 2017",26.1,4.3
"9:20 PM EDT on August 17, 2017",25.6,0.0
"9:36 PM EDT on August 17, 2017",26.1,0.0
"9:48 PM EDT on August 17, 2017",26.0,0.0
"9:53 PM EDT on August 17, 2017",26.1,0.0
"10:53 PM EDT on August 17, 2017",25.6,-9999.00
"11:53 PM EDT on August 17, 2017",25.6,-9999.00
"12:17 AM EDT on August 18, 2017",25.6,-9999.00
"12:53 AM EDT on August 18, 2017",25.6,-9999.00
"1:53 AM EDT on August 18, 2017",25.0,-9999.00
"2:53 AM EDT on August 18, 2017",25.0,-9999.00
"3:53 AM EDT on August 18, 2017",25.0,-9999.00
"3:55 AM EDT on August 18, 2017",24.4,-9999.00
"4:13 AM EDT on August 18, 2017",24.4,-9999.00
"4:21 AM EDT on August 18, 2017",24.4,-9999.00
"4:53 AM EDT on August 18, 2017",24.4,-9999.00
"5:41 AM EDT on August 18, 2017",24.4,-9999.00
"5:53 AM EDT on August 18, 2017",24.4,-9999.00
"6:00 AM EDT on August 18, 2017",24.4,-9999.00
"6:10 AM EDT on August 18, 2017",24.4,-9999.00
"6:53 AM EDT on August 18, 2017",24.4,-9999.00
"7:53 AM EDT on August 18, 2017",24.4,-9999.00
"8:31 AM EDT on August 18, 2017",25.0,-9999.00
"8:42 AM EDT on August 18, 2017",25.0,-9999.00
"8:53 AM EDT on August 18, 2017",25.0,-9999.00
"9:23 AM EDT on August 18, 2017",26.7,-9999.00
"9:53 AM EDT on August 18, 2017",28.3,-9999.00
"10:53 AM EDT on August 18, 2017",30.6,-9999.00
"11:53 AM EDT on August 18, 2017",32.2,-9999.00
"12:53 PM EDT on August 18, 2017",33.3,-9999.00
"1:53 PM EDT on August 18, 2017",32.2,-9999.00
"2:53 PM EDT on August 18, 2017",32.2,-9999.00
"3:04 PM EDT on August 18, 2017",31.1,-9999.00
"3:19 PM EDT on August 18, 2017",30.0,-9999.00
"3:53 PM EDT on August 18, 2017",32.2,-9999.00
"4:53 PM EDT on August 18, 2017",32.8,-9999.00
"5:00 PM EDT on August 18, 2017",32.2,-9999.00
"5:15 PM EDT on August 18, 2017",28.9,-9999.00
"5:25 PM EDT on August 18, 2017",27.8,0.5
"5:53 PM EDT on August 18, 2017",28.9,0.5
"6:01 PM EDT on August 18, 2017",27.8,-9999.00
"6:53 PM EDT on August 18, 2017",28.3,-9999.00
"7:53 PM EDT on August 18, 2017",28.3,-9999.00
"8:53 PM EDT on August 18, 2017",26.7,-9999.00
"9:53 PM EDT on August 18, 2017",26.7,0.0
"10:53 PM EDT on August 18, 2017",26.1,-9999.00
"11:53 PM EDT on August 18, 2017",25.6,0.0
"12:53 AM EDT on August 19, 2017",26.1,-9999.00
"1:53 AM EDT on August 19, 2017",25.0,-9999.00
"2:53 AM EDT on August 19, 2017",25.0,-9999.00
"3:53 AM EDT on August 19, 2017",24.4,-9999.00
"4:53 AM EDT on August 19, 2017",24.4,-9999.00
"5:53 AM EDT on August 19, 2017",23.9,-9999.00
"6:53 AM EDT on August 19, 2017",22.8,-9999.00
"7:53 AM EDT on August 19, 2017",24.4,-9999.00
"8:53 AM EDT on August 19, 2017",26.1,-9999.00
"9:53 AM EDT on August 19, 2017",27.8,-9999.00
"10:53 AM EDT on August 19, 2017",29.4,-9999.00
"11:53 AM EDT on August 19, 2017",30.0,-9999.00
"12:53 PM EDT on August 19, 2017",30.0,-9999.00
"1:53 PM EDT on August 19, 2017",31.1,-9999.00
"2:53 PM EDT on August 19, 2017",31.7,-9999.00
"3:53 PM EDT on August 19, 2017",32.8,-9999.00
"4:53 PM EDT on August 19, 2017",32.2,-9999.00
"5:53 PM EDT on August 19, 2017",32.2,-9999.00
"6:53 PM EDT on August 19, 2017",31.1,-9999.00
"7:53 PM EDT on August 19, 2017",27.8,0.0
"8:53 PM EDT on August 19, 2017",26.1,0.0
"9:53 PM EDT on August 19, 2017",26.1,-9999.00
"10:53 PM EDT on August 19, 2017",23.9,-9999.00
"11:53 PM EDT on August 19, 2017",24.4,-9999.00
"12:53 AM EDT on August 20, 2017",22.8,-9999.00
"1:53 AM EDT on August 20, 2017",21.7,-9999.00
"2:53 AM EDT on August 20, 2017",21.1,-9999.00
"3:53 AM EDT on August 20, 2017",20.6,-9999.00
"4:44 AM EDT on August 20, 2017",20.0,-9999.00
"4:51 AM EDT on August 20, 2017",20.0,-9999.00
"4:53 AM EDT on August 20, 2017",20.0,-9999.00
"5:53 AM EDT on August 20, 2017",20.0,-9999.00
"6:53 AM EDT on August 20, 2017",19.4,-9999.00
"7:53 AM EDT on August 20, 2017",21.7,-9999.00
"8:53 AM EDT on August 20, 2017",23.3,-9999.00
"9:53 AM EDT on August 20, 2017",25.0,-9999.00
"10:53 AM EDT on August 20, 2017",26.7,-9999.00
"11:53 AM EDT on August 20, 2017",27.2,-9999.00
"12:53 PM EDT on August 20, 2017",28.9,-9999.00
"1:53 PM EDT on August 20, 2017",30.0,-9999.00
"2:53 PM EDT on August 20, 2017",30.6,-9999.00
"3:53 PM EDT on August 20, 2017",31.1,-9999.00
"4:53 PM EDT on August 20, 2017",31.1,-9999.00
"5:53 PM EDT on August 20, 2017",30.6,-9999.00
"6:53 PM EDT on August 20, 2017",28.9,-9999.00
"7:53 PM EDT on August 20, 2017",27.8,0.0
"8:53 PM EDT on August 20, 2017",26.1,-9999.00
"9:53 PM EDT on August 20, 2017",25.0,-9999.00
"10:53 PM EDT on August 20, 2017",25.0,-9999.00
"11:53 PM EDT on August 20, 2017",24.4,-9999.00
"12:53 AM EDT on August 21, 2017",23.3,-9999.00
"1:53 AM EDT on August 21, 2017",23.3,-9999.00
"2:00 AM EDT on August 21, 2017",23.3,-9999.00
"2:53 AM EDT on August 21, 2017",22.8,-9999.00
"3:53 AM EDT on August 21, 2017",22.8,-9999.00
"4:53 AM EDT on August 21, 2017",22.2,-9999.00
"5:53 AM EDT on August 21, 2017",21.7,-9999.00
"6:53 AM EDT on August 21, 2017",21.7,-9999.00
"7:53 AM EDT on August 21, 2017",22.2,-9999.00
"8:53 AM EDT on August 21, 2017",25.0,-9999.00
"9:53 AM EDT on August 21, 2017",26.7,-9999.00
"10:53 AM EDT on August 21, 2017",28.9,-9999.00
"11:53 AM EDT on August 21, 2017",30.6,-9999.00
"12:53 PM EDT on August 21, 2017",32.2,-9999.00
"1:53 PM EDT on August 21, 2017",32.8,-9999.00
"2:53 PM EDT on August 21, 2017",27.8,-9999.00
"3:53 PM EDT on August 21, 2017",30.6,0.0
"4:53 PM EDT on August 21, 2017",30.6,-9999.00
"5:53 PM EDT on August 21, 2017",32.2,-9999.00
"6:53 PM EDT on August 21, 2017",31.1,-9999.00
"7:53 PM EDT on August 21, 2017",29.4,-9999.00
"8:53 PM EDT on August 21, 2017",27.2,0.0
"9:53 PM EDT on August 21, 2017",26.7,-9999.00
"10:53 PM EDT on August 21, 2017",25.6,-9999.00
"11:53 PM EDT on August 21, 2017",25.0,-9999.00
"1:53 AM EDT on August 22, 2017",23.3,-9999.00
"2:53 AM EDT on August 22, 2017",23.3,-9999.00
"3:53 AM EDT on August 22, 2017",23.3,-9999.00
"4:53 AM EDT on August 22, 2017",23.3,-9999.00
"5:53 AM EDT on August 22, 2017",22.2,-9999.00
"6:53 AM EDT on August 22, 2017",22.2,-9999.00
"7:53 AM EDT on August 22, 2017",23.3,-9999.00
"8:53 AM EDT on August 22, 2017",25.6,-9999.00
"9:53 AM EDT on August 22, 2017",27.8,-9999.00
"10:53 AM EDT on August 22, 2017",30.6,-9999.00
"11:53 AM EDT on August 22, 2017",32.2,-9999.00
"12:53 PM EDT on August 22, 2017",33.3,-9999.00
"1:53 PM EDT on August 22, 2017",34.4,-9999.00
"2:53 PM EDT on August 22, 2017",33.3,-9999.00
"3:53 PM EDT on August 22, 2017",35.0,-9999.00
"4:53 PM EDT on August 22, 2017",33.9,-9999.00
"5:53 PM EDT on August 22, 2017",33.9,-9999.00
"6:53 PM EDT on August 22, 2017",32.8,-9999.00
"7:53 PM EDT on August 22, 2017",31.7,-9999.00
"8:53 PM EDT on August 22, 2017",30.6,-9999.00
"9:53 PM EDT on August 22, 2017",29.4,-9999.00
"10:53 PM EDT on August 22, 2017",27.2,-9999.00
"11:53 PM EDT on August 22, 2017",26.7,-9999.00
"12:53 AM EDT on August 23, 2017",27.2,-9999.00
"1:53 AM EDT on August 23, 2017",26.7,-9999.00
"2:53 AM EDT on August 23, 2017",26.7,-9999.00
"3:53 AM EDT on August 23, 2017",26.1,-9999.00
"4:53 AM EDT on August 23, 2017",25.0,-9999.00
"5:53 AM EDT on August 23, 2017",25.6,-9999.00
"6:53 AM EDT on August 23, 2017",24.4,0.0
"7:53 AM EDT on August 23, 2017",25.0,0.0
"8:53 AM EDT on August 23, 2017",25.6,-9999.00
"9:53 AM EDT on August 23, 2017",25.6,-9999.00
"10:53 AM EDT on August 23, 2017",26.1,-9999.00
"11:53 AM EDT on August 23, 2017",25.6,0.0
"12:53 PM EDT on August 23, 2017",25.6,-9999.00
"1:53 PM EDT on August 23, 2017",27.2,-9999.00
"2:53 PM EDT on August 23, 2017",28.3,-9999.00
"3:53 PM EDT on August 23, 2017",27.8,-9999.00
"4:53 PM EDT on August 23, 2017",27.2,-9999.00
"5:53 PM EDT on August 23, 2017",27.2,-9999.00
"6:53 PM EDT on August 23, 2017",26.7,-9999.00
"7:14 PM EDT on August 23, 2017",26.1,-9999.00
"7:43 PM EDT on August 23, 2017",25.6,-9999.00
"7:53 PM EDT on August 23, 2017",25.6,-9999.00
"8:53 PM EDT on August 23, 2017",23.9,0.0
"9:22 PM EDT on August 23, 2017",23.3,-9999.00
"9:53 PM EDT on August 23, 2017",23.3,-9999.00
"10:53 PM EDT on August 23, 2017",23.3,0.0
"11:51 PM EDT on August 23, 2017",23.0,0.8
"11:53 PM EDT on August 23, 2017",22.2,2.0
"11:58 PM EDT on August 23, 2017",21.1,6.6
"12:05 AM EDT on August 24, 2017",21.1,15.7
"12:09 AM EDT on August 24, 2017",21.7,16.5
"12:16 AM EDT on August 24, 2017",21.7,17.0
"12:27 AM EDT on August 24, 2017",21.1,17.3
"12:53 AM EDT on August 24, 2017",20.6,17.5
"1:53 AM EDT on August 24, 2017",21.7,0.3
"2:53 AM EDT on August 24, 2017",20.0,0.0
"3:53 AM EDT on August 24, 2017",20.6,-9999.00
"4:53 AM EDT on August 24, 2017",20.0,-9999.00
"5:53 AM EDT on August 24, 2017",20.0,-9999.00
"6:53 AM EDT on August 24, 2017",20.0,-9999.00
"7:53 AM EDT on August 24, 2017",20.6,-9999.00
"8:53 AM EDT on August 24, 2017",21.1,-9999.00
"9:53 AM EDT on August 24, 2017",23.3,-9999.00
"10:53 AM EDT on August 24, 2017",24.4,-9999.00
"11:53 AM EDT on August 24, 2017",23.9,-9999.00
"12:53 PM EDT on August 24, 2017",25.0,-9999.00
"1:53 PM EDT on August 24, 2017",25.6,-9999.00
"2:53 PM EDT on August 24, 2017",26.1,-9999.00
"3:53 PM EDT on August 24, 2017",26.7,-9999.00
"4:53 PM EDT on August 24, 2017",27.8,-9999.00
"5:53 PM EDT on August 24, 2017",26.7,-9999.00
"6:53 PM EDT on August 24, 2017",25.6,-9999.00
"7:53 PM EDT on August 24, 2017",25.0,-9999.00
"8:53 PM EDT on August 24, 2017",22.2,-9999.00
"9:53 PM EDT on August 24, 2017",21.7,-9999.00
"10:53 PM EDT on August 24, 2017",20.6,-9999.00
"11:53 PM EDT on August 24, 2017",20.0,-9999.00
"12:53 AM EDT on August 25, 2017",20.0,-9999.00
"1:53 AM EDT on August 25, 2017",18.9,-9999.00
"2:53 AM EDT on August 25, 2017",17.8,-9999.00
"3:53 AM EDT on August 25, 2017",17.8,-9999.00
"4:53 AM EDT on August 25, 2017",17.8,-9999.00
"5:53 AM EDT on August 25, 2017",17.2,-9999.00
"6:53 AM EDT on August 25, 2017",17.2,-9999.00
"7:53 AM EDT on August 25, 2017",18.3,-9999.00
"8:53 AM EDT on August 25, 2017",20.0,-9999.00
"9:53 AM EDT on August 25, 2017",21.7,-9999.00
"10:53 AM EDT on August 25, 2017",22.8,-9999.00
"11:53 AM EDT on August 25, 2017",24.4,-9999.00
"12:53 PM EDT on August 25, 2017",25.6,-9999.00
"1:53 PM EDT on August 25, 2017",25.6,-9999.00
"2:53 PM EDT on August 25, 2017",25.6,-9999.00
"3:53 PM EDT on August 25, 2017",25.0,-9999.00
"4:53 PM EDT on August 25, 2017",26.7,-9999.00
"5:53 PM EDT on August 25, 2017",25.6,-9999.00
"6:53 PM EDT on August 25, 2017",24.4,-9999.00
"7:53 PM EDT on August 25, 2017",21.7,-9999.00
"8:53 PM EDT on August 25, 2017",20.0,-9999.00
"9:53 PM EDT on August 25, 2017",18.9,-9999.00
"10:53 PM EDT on August 25, 2017",18.3,-9999.00
"11:53 PM EDT on August 25, 2017",17.8,-9999.00
"12:53 AM EDT on August 26, 2017",17.2,-9999.00
"1:53 AM EDT on August 26, 2017",17.2,-9999.00
"2:53 AM EDT on August 26, 2017",17.8,-9999.00
"3:53 AM EDT on August 26, 2017",16.7,-9999.00
"4:53 AM EDT on August 26, 2017",16.1,-9999.00
"5:53 AM EDT on August 26, 2017",16.1,-9999.00
"6:53 AM EDT on August 26, 2017",15.6,-9999.00
"7:53 AM EDT on August 26, 2017",17.2,-9999.00
"8:53 AM EDT on August 26, 2017",20.0,-9999.00
"9:53 AM EDT on August 26, 2017",21.7,-9999.00
"10:53 AM EDT on August 26, 2017",23.3,-9999.00
"11:53 AM EDT on August 26, 2017",24.4,-9999.00
"12:53 PM EDT on August 26, 2017",24.4,-9999.00
"1:53 PM EDT on August 26, 2017",26.1,-9999.00
"2:53 PM EDT on August 26, 2017",26.7,-9999.00
"3:53 PM EDT on August 26, 2017",26.7,-9999.00
"4:53 PM EDT on August 26, 2017",25.6,-9999.00
"5:53 PM EDT on August 26, 2017",26.7,-9999.00
"6:53 PM EDT on August 26, 2017",25.6,-9999.00
"7:53 PM EDT on August 26, 2017",22.8,-9999.00
"8:53 PM EDT on August 26, 2017",22.2,-9999.00
"9:53 PM EDT on August 26, 2017",20.6,-9999.00
"10:53 PM EDT on August 26, 2017",20.6,-9999.00
"11:53 PM EDT on August 26, 2017",20.6,-9999.00
"12:53 AM EDT on August 27, 2017",20.6,-9999.00
"1:53 AM EDT on August 27, 2017",20.6,-9999.00
"2:53 AM EDT on August 27, 2017",20.0,-9999.00
"3:53 AM EDT on August 27, 2017",19.4,-9999.00
"4:53 AM EDT on August 27, 2017",18.3,-9999.00
"5:53 AM EDT on August 27, 2017",17.8,-9999.00
"6:53 AM EDT on August 27, 2017",18.3,-9999.00
"7:53 AM EDT on August 27, 2017",18.9,-9999.00
"8:53 AM EDT on August 27, 2017",20.0,-9999.00
"9:53 AM EDT on August 27, 2017",22.2,-9999.00
"10:53 AM EDT on August 27, 2017",23.3,-9999.00
"11:53 AM EDT on August 27, 2017",24.4,-9999.00
"12:53 PM EDT on August 27, 2017",24.4,-9999.00
"1:53 PM EDT on August 27, 2017",26.1,-9999.00
"2:53 PM EDT on August 27, 2017",25.0,-9999.00
"3:53 PM EDT on August 27, 2017",25.0,-9999.00
"4:53 PM EDT on August 27, 2017",25.6,-9999.00
"5:53 PM EDT on August 27, 2017",25.0,-9999.00
"6:53 PM EDT on August 27, 2017",23.9,-9999.00
"7:53 PM EDT on August 27, 2017",22.2,-9999.00
"8:53 PM EDT on August 27, 2017",21.1,-9999.00
"9:53 PM EDT on August 27, 2017",21.1,-9999.00
"10:53 PM EDT on August 27, 2017",20.6,-9999.00
"11:53 PM EDT on August 27, 2017",18.9,-9999.00
"12:53 AM EDT on August 28, 2017",17.8,-9999.00
"1:53 AM EDT on August 28, 2017",17.2,-9999.00
"2:53 AM EDT on August 28, 2017",16.7,-9999.00
"3:53 AM EDT on August 28, 2017",16.1,-9999.00
"4:53 AM EDT on August 28, 2017",16.1,-9999.00
"5:53 AM EDT on August 28, 2017",15.0,-9999.00
"6:53 AM EDT on August 28, 2017",14.4,-9999.00
"7:53 AM EDT on August 28, 2017",16.1,-9999.00
"8:53 AM EDT on August 28, 2017",17.8,-9999.00
"9:53 AM EDT on August 28, 2017",19.4,-9999.00
"10:53 AM EDT on August 28, 2017",21.1,-9999.00
"11:53 AM EDT on August 28, 2017",22.2,-9999.00
"12:53 PM EDT on August 28, 2017",23.3,-9999.00
"1:53 PM EDT on August 28, 2017",23.3,-9999.00
"2:53 PM EDT on August 28, 2017",24.4,-9999.00
"3:53 PM EDT on August 28, 2017",24.4,-9999.00
"4:53 PM EDT on August 28, 2017",23.9,-9999.00
"5:53 PM EDT on August 28, 2017",23.9,-9999.00
"6:53 PM EDT on August 28, 2017",22.8,-9999.00
"7:53 PM EDT on August 28, 2017",21.7,-9999.00
"8:53 PM EDT on August 28, 2017",21.1,-9999.00
"9:53 PM EDT on August 28, 2017",21.1,-9999.00
"10:01 PM EDT on August 28, 2017",20.6,-9999.00
"10:53 PM EDT on August 28, 2017",20.6,-9999.00
"11:24 PM EDT on August 28, 2017",20.6,0.0
"11:53 PM EDT on August 28, 2017",20.0,0.0
"12:46 AM EDT on August 29, 2017",19.4,-9999.00
"12:53 AM EDT on August 29, 2017",19.4,-9999.00
"1:06 AM EDT on August 29, 2017",19.4,-9999.00
"1:53 AM EDT on August 29, 2017",18.9,-9999.00
"2:20 AM EDT on August 29, 2017",18.9,-9999.00
"2:29 AM EDT on August 29, 2017",18.3,-9999.00
"2:53 AM EDT on August 29, 2017",18.3,-9999.00
"3:21 AM EDT on August 29, 2017",18.3,-9999.00
"3:53 AM EDT on August 29, 2017",18.3,0.0
"4:09 AM EDT on August 29, 2017",18.3,0.0
"4:53 AM EDT on August 29, 2017",17.2,0.3
"5:06 AM EDT on August 29, 2017",17.2,0.3
"5:27 AM EDT on August 29, 2017",17.2,0.5
"5:34 AM EDT on August 29, 2017",16.7,0.8
"5:53 AM EDT on August 29, 2017",16.7,1.0
"6:15 AM EDT on August 29, 2017",16.7,0.5
"6:53 AM EDT on August 29, 2017",16.7,1.3
"7:11 AM EDT on August 29, 2017",16.7,0.3
"7:18 AM EDT on August 29, 2017",16.7,0.5
"7:53 AM EDT on August 29, 2017",16.1,1.3
"8:00 AM EDT on August 29, 2017",15.6,0.3
"8:53 AM EDT on August 29, 2017",15.6,2.8
"9:53 AM EDT on August 29, 2017",16.1,1.8
"10:53 AM EDT on August 29, 2017",17.2,1.0
"11:16 AM EDT on August 29, 2017",17.8,0.3
"11:44 AM EDT on August 29, 2017",18.3,0.5
"11:53 AM EDT on August 29, 2017",18.3,0.8
"12:53 PM EDT on August 29, 2017",18.9,0.8
"1:53 PM EDT on August 29, 2017",18.9,1.3
"2:53 PM EDT on August 29, 2017",19.4,1.3
"3:20 PM EDT on August 29, 2017",20.0,0.3
"3:53 PM EDT on August 29, 2017",20.0,0.3
"4:21 PM EDT on August 29, 2017",19.4,-9999.00
"4:48 PM EDT on August 29, 2017",20.0,-9999.00
"4:53 PM EDT on August 29, 2017",20.0,-9999.00
"5:53 PM EDT on August 29, 2017",20.0,-9999.00
"6:42 PM EDT on August 29, 2017",20.6,-9999.00
"6:53 PM EDT on August 29, 2017",20.0,-9999.00
"7:08 PM EDT on August 29, 2017",20.0,-9999.00
"7:53 PM EDT on August 29, 2017",20.0,-9999.00
"8:53 PM EDT on August 29, 2017",18.9,-9999.00
"9:53 PM EDT on August 29, 2017",18.3,-9999.00
"10:49 PM EDT on August 29, 2017",18.0,-9999.00
"10:53 PM EDT on August 29, 2017",18.3,-9999.00
"11:53 PM EDT on August 29, 2017",18.9,-9999.00
"12:53 AM EDT on August 30, 2017",18.3,-9999.00
"1:18 AM EDT on August 30, 2017",18.3,-9999.00
"1:45 AM EDT on August 30, 2017",18.3,-9999.00
"1:53 AM EDT on August 30, 2017",17.8,-9999.00
"2:53 AM EDT on August 30, 2017",18.3,-9999.00
"3:17 AM EDT on August 30, 2017",18.3,-9999.00
"3:53 AM EDT on August 30, 2017",17.8,-9999.00
"4:53 AM EDT on August 30, 2017",17.8,-9999.00
"5:53 AM EDT on August 30, 2017",17.8,-9999.00
"6:34 AM EDT on August 30, 2017",17.8,-9999.00
"6:53 AM EDT on August 30, 2017",17.8,-9999.00
"7:53 AM EDT on August 30, 2017",18.9,-9999.00
"8:53 AM EDT on August 30, 2017",20.0,-9999.00
"9:53 AM EDT on August 30, 2017",21.7,-9999.00
"10:39 AM EDT on August 30, 2017",23.3,-9999.00
"10:53 AM EDT on August 30, 2017",22.8,-9999.00
"11:28 AM EDT on August 30, 2017",23.3,-9999.00
"11:38 AM EDT on August 30, 2017",23.3,-9999.00
"11:53 AM EDT on August 30, 2017",23.9,-9999.00
"12:53 PM EDT on August 30, 2017",25.0,-9999.00
"1:53 PM EDT on August 30, 2017",26.1,-9999.00
"2:53 PM EDT on August 30, 2017",26.7,-9999.00
"3:53 PM EDT on August 30, 2017",26.7,-9999.00
