,RecordID,TicketNumber,DateIssued,StreetName,TimeIssued,StreetNumber,LicenseState,WaiverRequestDate,WaiverGrantedDate,AppealDate,AppealGrantedDate,ViolationDescription,AppealStatus,Location,LicensePlateAnon,Coords,DistMetric
363636,363637,87556602,2017-01-03T00:00:00.000Z,LEXINGTON AVE,12:57,400,VA,,,,,Overtime Parking,n/a,400 LEXINGTON AVE,65255,"(38.031356, -78.473762)",0.8250741356650673
363333,363334,87512602,2017-01-03T00:00:00.000Z,W MAIN ST,13:06,500,VA,,,,,Overtime Parking,n/a,500 W MAIN ST,82086,"(38.0308123, -78.4878481)",0.3574692321465062
12806,12807,00196009,2017-01-03T09:54:11.000Z,E MARKET ST,09:54,700,VA,,,,,Handicapped Space,n/a,700 E MARKET ST,109950,"(38.0317403, -78.4819014)",0.06180187241903019
12808,12809,00196011,2017-01-03T10:08:24.000Z,W MARKET ST,10:08,100,VA,,,,,Handicapped Space,n/a,100 W MARKET ST,109555,"(38.0315, -78.481328)",0.0532605486804386
12809,12810,00196012,2017-01-03T10:23:22.000Z,AVON ST,10:23,200,VA,,,,,Parking 20ft of Intersection,n/a,200 AVON ST,119683,"(38.02799575, -78.4776458587032)",0.22560007210818395
12810,12811,00196013,2017-01-03T10:32:00.000Z,E JEFFERSON ST,10:32,600,VA,,,,,LT Side to Curb,n/a,600 E JEFFERSON ST,104365,"(38.031328, -78.477089)",0.33972476389852424
12811,12812,00196014,2017-01-03T10:41:32.000Z,7TH ST NE,10:41,200,VA,,,,,Curb Painted Yellow,n/a,200 7TH ST NE,88661,"(38.03021, -78.476495)",0.09141733921450873
12813,12814,00196016,2017-01-03T10:50:24.000Z,GARRETT ST,10:50,100,VA,,,,,No Parking any time,n/a,100 GARRETT ST,55196,"(38.028977, -78.483896)",0.6001329030510019
12814,12815,00196017,2017-01-03T11:03:08.000Z,3RD ST NE,11:03,300,VA,,,,,Handicapped Space,n/a,300 3RD ST NE,89700,"(38.031907, -78.479131)",0.3168108591488826
12816,12817,00196019,2017-01-03T11:17:28.000Z,E JEFFERSON ST,11:17,700,VA,,,,,Overtime Parking,n/a,700 E JEFFERSON ST,109860,"(38.031035, -78.476051)",0.3521514798407248
12817,12818,00196020,2017-01-03T11:35:06.000Z,E JEFFERSON ST,11:35,300,VA,,,,,Overtime Parking,n/a,300 E JEFFERSON ST,106373,"(38.031699, -78.479174)",0.2460596867659187
12818,12819,00196021,2017-01-03T11:39:50.000Z,E MARKET ST,11:39,400,VA,,,,,Parking 20ft of Intersection,n/a,400 E MARKET ST,108827,"(38.0317403, -78.4819014)",0.06180187241903019
12819,12820,00196022,2017-01-03T11:42:54.000Z,MONTICELLO AVE,11:42,100,VA,,,,,No Parking any time,n/a,100 MONTICELLO AVE,108435,"(38.02801, -78.484389)",1.2393017949560896
12820,12821,00196023,2017-01-03T11:44:10.000Z,E MARKET ST,11:44,600,VA,,,,,Overtime Parking,n/a,600 E MARKET ST,134625,"(38.0317403, -78.4819014)",0.06180187241903019
12821,12822,00196024,2017-01-03T11:46:02.000Z,6TH ST SE,11:46,400,VA,,,,,Parking 20ft of Intersection,n/a,400 6TH ST SE,88881,"(38.027205, -78.478973)",0.7053859122670366
12825,12826,00196028,2017-01-03T11:59:16.000Z,5TH ST NE,11:59,100,VA,,,,,No Parking any time,n/a,100 5TH ST NE,104931,"(38.0299209, -78.4783279)",0.025
12829,12830,00196032,2017-01-03T12:12:55.000Z,2ND ST NE,12:13,200,VA,,,,,Overtime Parking,n/a,200 2ND ST NE,115285,"(38.0317817, -78.4799889179641)",0.19653786568902518
12831,12832,00196034,2017-01-03T12:13:13.000Z,E MARKET ST,12:13,200,VA,,,,,Overtime Parking,n/a,200 E MARKET ST,135248,"(38.031725, -78.482076)",0.0516873778688297
12833,12834,00196036,2017-01-03T12:15:03.000Z,9TH ST SW,12:15,500,VA,,,,,No Parking any time,n/a,500 9TH ST SW,108697,"(38.0278772, -78.4949465260884)",4.662672271737204
12835,12836,00196038,2017-01-03T12:22:52.000Z,4TH ST SE,12:22,300,VA,,,,,Overtime Parking,n/a,300 4TH ST SE,104411,"(38.0285892, -78.4793029603769)",0.2060604507488448
12837,12838,00196040,2017-01-03T12:32:50.000Z,E JEFFERSON ST,12:32,100,VA,,,,,Overtime Parking,n/a,100 E JEFFERSON ST,97296,"(38.0323745, -78.481377875)",0.23982244454466736
12838,12839,00196041,2017-01-03T12:34:46.000Z,GARRETT ST,12:35,400,VA,,,,,Overtime Parking,n/a,400 GARRETT ST,36929,"(38.02774605, -78.4816309403205)",0.8649165272169438
12839,12840,00196042,2017-01-03T12:34:57.000Z,E JEFFERSON ST,12:35,200,VA,,,,,Overtime Parking,n/a,200 E JEFFERSON ST,115900,"(38.03194, -78.479958)",0.24404007429362037
12840,12841,00196043,2017-01-03T12:37:40.000Z,2ND ST SE,12:37,400,VA,,,,,Overtime Parking,n/a,400 2ND ST SE,108852,"(38.0278052, -78.4820162)",0.9003833819714658
12843,12844,00196046,2017-01-03T12:40:50.000Z,E JEFFERSON ST,12:40,400,VA,,,,,Overtime Parking,n/a,400 E JEFFERSON ST,123337,"(38.03147, -78.478403)",0.2504637239189413
12845,12846,00196048,2017-01-03T12:43:58.000Z,E JEFFERSON ST,12:44,800,WV,,,,,Overtime Parking,n/a,800 E JEFFERSON ST,179357,"(38.030852, -78.475421)",0.35793567101774154
12851,12852,00196054,2017-01-03T12:51:28.000Z,GARRETT ST,12:51,200,VA,,,,,Overtime Parking,n/a,200 GARRETT ST,105267,"(38.028143, -78.4823369120483)",0.7701641751882898
12852,12853,00196055,2017-01-03T12:51:47.000Z,E HIGH ST,12:52,600,VA,01/11/2017,01/12/2017,,,Overtime Parking,n/a,600 E HIGH ST,103047,"(38.033224, -78.483328)",0.3136397763467856
12854,12855,00196057,2017-01-03T12:53:28.000Z,7TH ST NE,12:54,400,VA,,,,,Overtime Parking,n/a,400 7TH ST NE,67126,"(38.031716, -78.475778)",0.6802605705869779
12861,12862,00196064,2017-01-03T13:01:16.000Z,8TH ST NE,13:01,200,NY,,,,,Overtime Parking,n/a,200 8TH ST NE,20919,"(38.029996, -78.475895)",0.08702535628242046
12863,12864,00196066,2017-01-03T13:03:27.000Z,W MAIN ST,13:03,300,VA,,,,,Overtime Parking,n/a,300 W MAIN ST,115006,"(38.030236, -78.4854427)",0.29424630579632904
12866,12867,00196069,2017-01-03T13:11:14.000Z,4TH ST NE,13:11,200,VA,,,,,Overtime Parking,n/a,200 4TH ST NE,104370,"(38.030918, -78.478727)",0.09189706258777018
12871,12872,00196074,2017-01-03T13:16:34.000Z,W MAIN ST,13:17,700,IL,01/09/2017,,,,Overtime Parking,n/a,700 W MAIN ST,7453,"(38.031402, -78.489948)",0.3846206326695386
12873,12874,00196076,2017-01-03T13:21:33.000Z,W MAIN ST,13:21,800,VA,,,,,Overtime Parking,n/a,800 W MAIN ST,105686,"(38.031655, -78.490994)",0.414176912655784
12874,12875,00196077,2017-01-03T13:21:48.000Z,1ST ST N,13:21,200,VA,,,,,Overtime Parking,n/a,200 1ST ST N,29504,"(38.031624, -78.480996)",0.0898852733759355
12875,12876,00196078,2017-01-03T13:25:59.000Z,2ND ST NW,13:26,200,VA,01/03/2017,01/04/2017,,,Overtime Parking,n/a,200 2ND ST NW,108694,"(38.031845, -78.481741)",0.08729341983296471
12880,12881,00196083,2017-01-03T13:32:59.000Z,7TH ST NW,13:32,100,OH,,,,,Parking 20ft of Intersection,n/a,100 7TH ST NW,22317,"(38.031535, -78.489619)",0.3010977666240398
12883,12884,00196086,2017-01-03T13:38:24.000Z,4TH ST NW,13:38,100,VA,,,,,Overtime Parking,n/a,100 4TH ST NW,107594,"(38.030713, -78.486431)",0.24284383990695219
12885,12886,00196088,2017-01-03T13:40:22.000Z,COMMERCE ST,13:40,400,VA,,,,,Overtime Parking,n/a,400 COMMERCE ST,109729,"(38.031379, -78.486385)",0.08270820827700154
12888,12889,00196091,2017-01-03T13:48:40.000Z,3RD ST SE,13:48,100,VA,,,,,Void,n/a,100 3RD ST SE,103884,"(38.030178, -78.479957)",0.025
12891,12892,00196094,2017-01-03T13:54:57.000Z,2ND ST NW,13:54,100,VA,,,,,No Parking any time,n/a,100 2ND ST NW,122903,"(38.0313693, -78.48196435)",0.025
12893,12894,00196097,2017-01-03T13:59:49.000Z,W MARKET ST,13:59,200,VA,,,,,Overtime Parking,n/a,200 W MARKET ST,100466,"(38.031725, -78.482076)",0.0516873778688297
12894,12895,00196098,2017-01-03T14:04:29.000Z,4TH ST NE,14:04,100,VA,,,,,Overtime Parking,n/a,100 4TH ST NE,106943,"(38.03013, -78.479101)",0.025
12899,12900,00196102,2017-01-03T14:19:11.000Z,BRANDON AVE,14:19,500,VA,,,,,Void,n/a,500 BRANDON AVE,98680,"(38.030586, -78.503997)",4.861901944890571
364489,364490,87853518,2017-01-04T00:00:00.000Z,E MARKET ST,10:42,100,MN,,,,,No Parking any time,n/a,100 E MARKET ST,14535,"(38.0315, -78.481328)",0.0532605486804386
12900,12901,00196104,2017-01-04T07:52:37.000Z,ESTES ST,07:52,800,VA,,,,,No Parking any time,n/a,800 ESTES ST,129218,"(38.030643, -78.492811)",1.2585632567723732
12902,12903,00196106,2017-01-04T07:56:51.000Z,9TH ST SW,07:56,200,VA,,,,,Permit Zone w/o Permit,n/a,200 9TH ST SW,106136,"(38.031167, -78.495383)",1.4615482309247219
12907,12908,00196111,2017-01-04T09:57:08.000Z,BRANDON AVE,09:57,400,VA,,,,,Curb Painted Yellow,n/a,400 BRANDON AVE,35296,"(38.03155325, -78.5033676962839)",3.434911006729387
12909,12910,00196113,2017-01-04T10:21:47.000Z,3RD ST NE,10:21,400,VA,,,,,Permit Zone w/o Permit,n/a,400 3RD ST NE,38133,"(38.032618, -78.478801)",0.6539836891647278
12911,12912,00196115,2017-01-04T10:27:35.000Z,CHANCELLOR ST,10:27,100,VA,,,,,No Parking any time,n/a,100 CHANCELLOR ST,110086,"(38.03607, -78.501317)",0.08762071741055098
12914,12915,00196118,2017-01-04T10:45:29.000Z,4TH ST SE,10:45,100,VA,,,,,Overtime Parking,n/a,100 4TH ST SE,48341,"(38.0299, -78.479216)",0.025
12916,12917,00196120,2017-01-04T10:48:00.000Z,11TH ST NW,10:47,300,VA,,,,,LT Side to Curb,n/a,300 11TH ST NW,106859,"(38.035942, -78.49485)",0.07932382423195955
12920,12921,00196124,2017-01-04T10:57:08.000Z,4TH ST NE,10:57,300,VA,,,01/04/2017,01/05/2017,Handicapped Space,granted,300 4TH ST NE,46364,"(38.031675, -78.478359)",0.3208879376408162
12921,12922,00196125,2017-01-04T10:59:23.000Z,2ND ST NE,10:59,300,VA,,,,,Overtime Parking,n/a,300 2ND ST NE,85587,"(38.032151, -78.479915)",0.3155340886801443
12928,12929,00196132,2017-01-04T11:18:02.000Z,JEFFERSON PARK AVE,11:18,1400,VA,,,,,Overtime Parking,n/a,1400 JEFFERSON PARK AVE,112792,"(38.032035, -78.501978)",2.482716817946056
12929,12930,00196133,2017-01-04T11:34:09.000Z,BURNLEY AVE,11:34,1600,VA,,,,,LT Side to Curb,n/a,1600 BURNLEY AVE,122150,"(38.042893, -78.497388)",4.561308052191921
12930,12931,00196134,2017-01-04T11:38:57.000Z,15TH ST NW,11:39,100,VA,,,,,Overtime Parking,n/a,100 15TH ST NW,106992,"(38.035179, -78.499602)",0.16099801620933496
12931,12932,00196135,2017-01-04T11:43:20.000Z,14TH ST NW,11:43,200,VA,,,,,Curb Painted Yellow,n/a,200 14TH ST NW,35109,"(38.03479055, -78.4989386472394)",0.20717308853282917
12933,12934,00196137,2017-01-04T11:45:05.000Z,WESTERLY AVE,11:45,100,VA,,,,,LT Side to Curb,n/a,100 WESTERLY AVE,119847,"(38.026094, -78.52234)",28.168139563139814
12935,12936,00196139,2017-01-04T11:47:57.000Z,WESTERLY AVE,11:47,2500,VA,,,,,LT Side to Curb,n/a,2500 WESTERLY AVE,110080,"(38.024248, -78.521958)",33.960774036824034
12936,12937,00196140,2017-01-04T11:48:23.000Z,W JEFFERSON ST,11:48,100,VA,,,,,Overtime Parking,n/a,100 W JEFFERSON ST,43418,"(38.0323745, -78.481377875)",0.23982244454466736
12940,12941,00196144,2017-01-04T11:52:55.000Z,KING ST,11:52,900,VA,,,,,Permit Zone w/o Permit,n/a,900 KING ST,103710,"(38.029487, -78.495594)",3.012376153628816
12948,12949,00196152,2017-01-04T12:00:50.000Z,GROVE ST,12:00,1000,VA,,,,,Permit Zone w/o Permit,n/a,1000 GROVE ST,43502,"(38.029724, -78.497077)",3.2597379137740368
12950,12951,00196154,2017-01-04T12:03:23.000Z,CENTER AVE,12:03,2300,VA,,,,,LT Side to Curb,n/a,2300 CENTER AVE,94016,"(38.0243633, -78.5102947)",21.915605660846655
12951,12952,00196155,2017-01-04T12:03:24.000Z,6TH ST SE,12:03,300,VA,,,,,Overtime Parking,n/a,300 6TH ST SE,112943,"(38.027932, -78.478384)",0.3186993390787883
12954,12955,00196158,2017-01-04T12:06:24.000Z,JEFFERSON PARK AVE,12:06,1300,VA,,,,,Overtime Parking,n/a,1300 JEFFERSON PARK AVE,107756,"(38.0326963655988, -78.4993567914775)",1.2689233179659982
12957,12958,00196161,2017-01-04T12:10:30.000Z,UNIVERSITY AVE,12:10,1900,VA,,,,,Overtime Parking,n/a,1900 UNIVERSITY AVE,102996,"(38.035338, -78.500954)",0.232455391976346
12973,12974,00196177,2017-01-04T12:20:14.000Z,10TH ST NW,12:20,100,VA,,,,,Overtime Parking,n/a,100 10TH ST NW,55914,"(38.032683, -78.49461)",0.4599110130249052
12977,12978,00196181,2017-01-04T12:23:14.000Z,10 1/2 ST NW,12:23,100,VA,,,,,Overtime Parking,n/a,100 10 1/2 ST NW,107078,"(38.032808, -78.495146)",0.4782447360093549
12980,12981,00196184,2017-01-04T12:23:43.000Z,5TH ST NE,12:23,200,VA,,,,,Overtime Parking,n/a,200 5TH ST NE,61026,"(38.030672, -78.477943)",0.09222005598897791
12987,12988,00196191,2017-01-04T12:27:39.000Z,12 1/2 ST NW,12:27,100,OH,,,,,Overtime Parking,n/a,100 12 1/2 ST NW,22508,"(38.033298, -78.497399)",0.5753139246555887
12990,12991,00196194,2017-01-04T12:30:29.000Z,13TH ST NW,12:30,100,VA,,,,,Overtime Parking,n/a,100 13TH ST NW,125754,"(38.034029, -78.497951)",0.3489002345861559
12999,13000,00196202,2017-01-04T12:33:44.000Z,3RD ST NE,12:33,200,VA,,,,,Overtime Parking,n/a,200 3RD ST NE,73145,"(38.031147, -78.479494)",0.08946498309622491
11007,13008,00196210,2017-01-04T12:42:35.000Z,BROAD AVE,12:42,1500,VA,,,,,LT Side to Curb,n/a,1500 BROAD AVE,110239,"(38.0243151, -78.5047096072502)",17.33667978038489
11012,13013,00196215,2017-01-04T12:49:00.000Z,W SOUTH ST,12:49,200,VA,,,,,Overtime Parking,n/a,200 W SOUTH ST,109740,"(39.7905161554054, -85.6117238513513)",22153.232881121214
11013,13014,00196216,2017-01-04T12:49:56.000Z,1ST ST N,12:50,300,VA,,,,,Overtime Parking,n/a,300 1ST ST N,115733,"(38.03238, -78.480673)",0.31197086908226207
11015,13016,00196218,2017-01-04T12:51:47.000Z,1ST ST S,12:51,200,VA,,,,,Overtime Parking,n/a,200 1ST ST S,107863,"(38.029897, -78.481819)",0.08961407134821624
11017,13018,00196220,2017-01-04T12:58:37.000Z,COURT SQ,12:58,500,VA,,,,,Void,n/a,500 COURT SQ,110047,"(38.0311347, -78.4774335)",0.2418139212433067
11025,13026,00196228,2017-01-04T13:14:37.000Z,E MARKET ST,13:14,300,VA,,,,,Overtime Parking,n/a,300 E MARKET ST,80918,"(38.0317403, -78.4819014)",0.06180187241903019
11028,13029,00196231,2017-01-04T13:24:43.000Z,2ND ST SW,13:25,200,VA,,,,,Overtime Parking,n/a,200 2ND ST SW,128154,"(38.030144, -78.482568)",0.08776503528336488
11031,13032,00196234,2017-01-04T13:54:08.000Z,RIDGE ST,13:54,800,VA,,,,,Bus or Taxi Zone,n/a,800 RIDGE ST,107824,"(38.0221924, -78.4912889912063)",12.425072763706336
11035,13036,00196238,2017-01-04T13:59:08.000Z,RIDGE ST,13:59,900,VA,,,,,Bus or Taxi Zone,n/a,900 RIDGE ST,34100,"(38.0200491096692, -78.4932772833823)",19.015287024691098
11053,13054,00196259,2017-01-04T14:38:34.000Z,8TH ST NE,14:38,300,VA,,,,,Overtime Parking,n/a,300 8TH ST NE,112779,"(38.03106, -78.475377)",0.44247513445180664
11055,13056,00196261,2017-01-05T09:15:28.000Z,WELK PL,09:15,100,TX,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,100 WELK PL,27720,"(38.015746, -78.503205)",43.61529722774787
11058,13059,00196266,2017-01-05T10:12:48.000Z,17TH ST NW,10:12,500,NC,,,,,LT Side to Curb,n/a,500 17TH ST NW,16390,"(38.040455, -78.49976)",1.3796006084381014
11059,13060,00196267,2017-01-05T10:20:23.000Z,14TH ST NW,10:20,300,VA,,,,,Curb Painted Yellow,n/a,300 14TH ST NW,123225,"(38.03615, -78.498368)",0.025
11075,13076,00196283,2017-01-05T11:10:59.000Z,1ST ST S,11:10,100,VA,,,,,No Parking any time,n/a,100 1ST ST S,44792,"(38.030628, -78.481466)",0.025
11098,13099,00196305,2017-01-05T12:09:15.000Z,2ND ST NE,12:09,100,VA,,,,,Overtime Parking,n/a,100 2ND ST NE,115324,"(38.030629, -78.480594)",0.025
11113,13114,00196320,2017-01-05T12:23:45.000Z,UNIVERSITY AVE,12:23,1700,TN,,,,,Overtime Parking,n/a,1700 UNIVERSITY AVE,27070,"(38.036036, -78.501661)",0.11494821302088323
11120,13121,00196327,2017-01-05T12:35:05.000Z,STADIUM RD,12:35,100,VA,,,,,No Parking any time,n/a,100 STADIUM RD,105680,"(38.03204445, -78.5090342279613)",5.040973565719265
11136,13137,00196343,2017-01-05T13:09:03.000Z,W SOUTH ST,13:09,100,VA,,,,,Overtime Parking,n/a,100 W SOUTH ST,108342,"(39.7905428445946, -85.6120961486486)",22161.398712152917
11151,13152,00196358,2017-01-05T14:00:13.000Z,W MAIN ST,14:00,600,VA,,,,,Overtime Parking,n/a,600 W MAIN ST,104627,"(38.0309749, -78.488482153214)",0.37122023820405153
11182,13183,00196389,2017-01-05T15:43:50.000Z,1ST ST N,15:43,100,VA,,,,,Void,n/a,100 1ST ST N,119490,"(38.0321163, -78.4810335)",0.19773843690833068
11189,13190,00196396,2017-01-06T10:02:35.000Z,JEFFERSON PARK AVE,10:02,1700,VA,,,,,No Parking any time,n/a,1700 JEFFERSON PARK AVE,126335,"(38.0302648, -78.5083839670757)",7.397653073182225
11192,13193,00196399,2017-01-06T10:06:53.000Z,AVON ST,10:06,100,VA,,,,,LT Side to Curb,n/a,100 AVON ST,107212,"(38.02784665, -78.4753038506231)",0.08806579772371151
11198,13199,00196404,2017-01-06T10:23:25.000Z,MAPLE ST,10:23,700,VA,,,,,Curb Painted Yellow,n/a,700 MAPLE ST,106413,"(38.032479, -78.475332)",1.2041669830366988
11200,13201,00196406,2017-01-06T10:26:22.000Z,JEFFERSON PARK AVE,10:26,1800,VA,,,,,No Parking any time,n/a,1800 JEFFERSON PARK AVE,45823,"(38.0275436, -78.5090694)",13.00106128609138
11209,13210,00196417,2017-01-06T11:14:15.000Z,CENTER AVE,11:14,2200,VA,,,,,LT Side to Curb,n/a,2200 CENTER AVE,108038,"(38.024358, -78.51037)",21.997827659931776
11211,13212,00196419,2017-01-06T11:18:50.000Z,RAINIER RD,11:18,900,CO,,,,,Curb Painted Yellow,n/a,900 RAINIER RD,1925,"(38.0209607, -78.5075377470951)",29.644527661308747
11225,13226,00196433,2017-01-06T11:27:10.000Z,RAINIER RD,11:27,600,VA,,,,,No Parking any time,n/a,600 RAINIER RD,107540,"(38.02128115, -78.5093558243263)",30.484762573519262
11251,13252,00196459,2017-01-06T12:10:15.000Z,SPRING ST,12:10,400,VA,,,,,Permit Zone w/o Permit,n/a,400 SPRING ST,127625,"(38.028533, -78.50011)",6.02021924587066
11256,13257,00196464,2017-01-06T12:17:30.000Z,10TH ST SW,12:17,300,VA,,,,,No Parking any time,n/a,300 10TH ST SW,85049,"(38.029734, -78.496815)",3.15948077724059
11257,13258,00196465,2017-01-06T12:17:49.000Z,2ND ST SE,12:17,300,VA,,,,,Overtime Parking,n/a,300 2ND ST SE,126200,"(38.029051, -78.481339)",0.2587854625198369
11259,13260,00196467,2017-01-06T12:20:14.000Z,GROVE ST,12:20,900,VA,,,,,No Parking any time,n/a,900 GROVE ST,109323,"(38.029994, -78.495827)",2.575856832257451
11292,13293,00196500,2017-01-06T13:32:52.000Z,FOREST HILLS AVE,13:32,1000,VA,,,,,Permit Zone w/o Permit,n/a,1000 FOREST HILLS AVE,107033,"(38.025224, -78.495724)",9.201665276473689
11298,13299,00196505,2017-01-06T13:42:21.000Z,9TH ST SW,13:42,600,VA,,,,,Permit Zone w/o Permit,n/a,600 9TH ST SW,35942,"(38.0269178, -78.4950492916534)",6.0437379651574705
363962,363963,87634705,2017-01-08T00:00:00.000Z,14TH ST NW,23:19,302,AL,,,,,LT Side to Curb,n/a,302 14TH ST NW,513,"(38.03598855, -78.497927929)",0.025
11313,13314,00196525,2017-01-09T11:31:10.000Z,LEXINGTON AVE,11:31,500,VA,,,,,Warning,n/a,500 LEXINGTON AVE,108743,"(38.03319, -78.472557)",2.484297902816119
11335,13336,00196547,2017-01-10T13:59:17.000Z,GORDON AVE,13:59,1500,VA,,,,,Overtime Parking,n/a,1500 GORDON AVE,109157,"(38.03955, -78.497942)",1.1554529884272846
11346,13347,00196558,2017-01-10T14:14:43.000Z,WERTLAND ST,14:14,1300,VA,,,,,LT Side to Curb,n/a,1300 WERTLAND ST,49189,"(38.03439035, -78.4981168469736)",0.24753026222661112
11348,13349,00196560,2017-01-10T15:14:31.000Z,VIRGINIA AVE,15:14,1400,VA,,,,,No Parking any time,n/a,1400 VIRGINIA AVE,128086,"(38.037776, -78.497808)",0.30556245923537945
363343,363344,87514018,2017-01-11T00:00:00.000Z,9TH ST SW,08:43,100,VA,,,,,No Parking any time,n/a,100 9TH ST SW,29820,"(38.032455, -78.494726)",0.5745181107358672
364048,364049,87665218,2017-01-11T00:00:00.000Z,W MAIN ST,19:28,852,VA,,,,,No Parking any time,n/a,852 W MAIN ST,109250,"(38.0319625, -78.4926293)",0.4993902221128742
364480,364481,87852202,2017-01-11T00:00:00.000Z,W MAIN ST,18:25,325,VA,,,,,Overtime Parking,n/a,325 W MAIN ST,44063,"(38.0308268, -78.4861253)",0.1843391713142898
11353,13354,00196568,2017-01-11T10:55:40.000Z,2ND ST SW,10:55,100,VA,,,,,No Parking any time,n/a,100 2ND ST SW,105701,"(38.030898, -78.482204)",0.025
11390,13391,00196604,2017-01-11T12:29:12.000Z,PARK ST,12:29,300,VA,,,,,Overtime Parking,n/a,300 PARK ST,67126,"(38.0315033, -78.4770551)",0.4082538940162281
11428,13429,00196642,2017-01-11T13:20:03.000Z,5TH ST NW,13:20,200,VA,,,01/23/2017,01/25/2017,Overtime Parking,denied,200 5TH ST NW,37116,"(38.031681, -78.487318)",0.08147337015099307
362660,362661,87360118,2017-01-12T00:00:00.000Z,E MARKET ST,14:02,310,MD,,,,,No Parking any time,n/a,310 E MARKET ST,10525,"(38.0317403, -78.4819014)",0.06180187241903019
11437,13438,00196654,2017-01-12T07:58:54.000Z,9TH ST SW,07:58,300,VA,,,,,No Parking any time,n/a,300 9TH ST SW,108186,"(38.03003045, -78.4947200471547)",2.215554758918895
11469,13470,00196690,2017-01-13T08:35:15.000Z,14TH ST NW,08:35,400,VA,,,,,No Parking Desig HR ,n/a,400 14TH ST NW,120900,"(38.0382274574492, -78.4972874107778)",0.545400023276201
11470,13471,00196691,2017-01-13T09:14:52.000Z,15TH ST NW,09:14,400,VA,,,01/13/2017,01/18/2017,Permit Zone w/o Permit,denied,400 15TH ST NW,133818,"(38.038191, -78.498399)",0.3863795239942288
11472,13473,00196693,2017-01-13T11:00:35.000Z,MAPLE ST,11:00,400,VA,,,,,Curb Painted Yellow,n/a,400 MAPLE ST,55060,"(38.032403, -78.474833)",1.258838165619131
355244,356245,86742719,2017-01-16T00:00:00.000Z,ALTAMONT CIR,10:49,411,VA,,,,,No Parking Desig HR ,n/a,411 ALTAMONT CIR,97811,"(38.0341606, -78.4804412701462)",1.248867528499636
363396,363397,87525305,2017-01-16T00:00:00.000Z,DRUID AVE,11:01,703,VA,,,,,LT Side to Curb,n/a,703 DRUID AVE,77268,"(38.0197697, -78.4821085999831)",11.428621310116407
359068,359069,86924526,2017-01-17T00:00:00.000Z,VIRGINIA AVE,19:45,1409,VA,,,,,Curb Painted Yellow,n/a,1409 VIRGINIA AVE,86688,"(38.0379455714286, -78.4977819183674)",0.36771253430753587
363397,363398,87525405,2017-01-17T00:00:00.000Z,CARLTON AVE,11:42,1327,VA,,,,,LT Side to Curb,n/a,1327 CARLTON AVE,102375,"(38.0218278, -78.4666440358679)",1.6548519521829945
11508,13509,00196730,2017-01-17T09:46:26.000Z,NALLE ST,09:46,900,VA,,,,,Permit Zone w/o Permit,n/a,900 NALLE ST,94614,"(38.0299593914958, -78.4937812082544)",2.0176413282733328
11509,13510,00196731,2017-01-17T09:49:42.000Z,NALLE ST,09:49,800,VA,,,,,Permit Zone w/o Permit,n/a,800 NALLE ST,97808,"(38.0296569904739, -78.4927534962704)",1.9985128004386203
11511,13512,00196733,2017-01-17T09:59:57.000Z,7TH ST NE,09:59,100,VA,,,,,Void,n/a,100 7TH ST NE,121759,"(38.029795, -78.476692)",0.025105199373976633
11513,13514,00196740,2017-01-17T10:47:25.000Z,15TH ST NW,10:47,300,VA,,,,,No Parking any time,n/a,300 15TH ST NW,117684,"(38.036391, -78.499236)",0.025
11569,13570,00196796,2017-01-17T13:35:50.000Z,GRADY AVE,13:35,1500,VA,,,,,Overtime Parking,n/a,1500 GRADY AVE,126813,"(38.040473, -78.497382)",1.9785069986809034
11584,13585,00196810,2017-01-17T13:57:02.000Z,SADLER ST,13:57,1400,VA,,,,,15ft of Fire Hydrant,n/a,1400 SADLER ST,116417,"(38.036028, -78.498704)",0.025
362019,362020,87215105,2017-01-18T00:00:00.000Z,MIDLAND ST,10:30,1412,VA,,,,,LT Side to Curb,n/a,1412 MIDLAND ST,48056,"(38.02013565, -78.4672237362429)",3.429469580936925
11587,13588,00196814,2017-01-18T08:04:46.000Z,KENT TER,08:04,100,NC,,,,,Blocking Drive ,n/a,100 KENT TER,15437,"(38.028384, -78.509801)",11.710144053130948
11590,13591,00196817,2017-01-18T10:36:28.000Z,PARK PLZ,10:36,500,VA,,,01/19/2017,01/25/2017,Permit Zone w/o Permit,denied,500 PARK PLZ,45510,"(38.034097, -78.478066)",1.7548106078571042
11597,13598,00196829,2017-01-18T11:23:35.000Z,HARMON ST,11:23,100,VA,,,,,Permit Zone w/o Permit,n/a,100 HARMON ST,107588,"(38.02727355, -78.5124787561624)",16.09620887518756
11598,13599,00196830,2017-01-18T11:26:11.000Z,JEFFERSON PARK AVE,11:26,2000,VA,,,,,No Parking any time,n/a,2000 JEFFERSON PARK AVE,85933,"(38.02649925, -78.5127193)",18.21926849992502
11622,13623,00196854,2017-01-18T12:10:04.000Z,E HIGH ST,12:10,700,VA,,,,,Warning,n/a,700 E HIGH ST,107525,"(38.033224, -78.483328)",0.3136397763467856
11629,13630,00196861,2017-01-18T12:23:02.000Z,TODD AVE,12:23,200,VA,,,,,No Parking any time,n/a,200 TODD AVE,122599,"(38.02489585, -78.5131962488357)",23.014314977181588
