,RecordID,TicketNumber,DateIssued,StreetName,TimeIssued,StreetNumber,LicenseState,WaiverRequestDate,WaiverGrantedDate,AppealDate,AppealGrantedDate,ViolationDescription,AppealStatus,Location,LicensePlateAnon,Coords,DistMetric
17531,18532,00202123,2017-04-26T13:59:57.000Z,HANOVER ST,13:59,500,VA,,,,,No Parking any time,n/a,500 HANOVER ST,75952,"(38.02724265, -78.500917927185)",8.524528387908278
17533,18534,00202125,2017-04-26T14:02:14.000Z,NUNLEY ST,14:02,1300,VA,,,04/26/2017,04/27/2017,Parking 20ft of Intersection,denied,1300 NUNLEY ST,160766,"(38.027069, -78.501967)",9.437229610633807
364599,364600,87925118,2017-04-27T00:00:00.000Z,15TH ST NW,16:58,218,DC,,,,,No Parking any time,n/a,218 15TH ST NW,3454,"(38.0356971, -78.4993730054361)",0.04981929597060223
17558,18559,00202150,2017-04-27T10:15:00.000Z,14TH ST NW,10:15,500,VA,,,,,No Parking any time,n/a,500 14TH ST NW,113651,"(38.039297, -78.496642)",1.2600328403527683
364505,364506,87866018,2017-04-28T00:00:00.000Z,E MARKET ST,15:40,113,VA,,,,,No Parking any time,n/a,113 E MARKET ST,110379,"(38.0316707755102, -78.4813098367347)",0.08065997278927424
364051,364052,87665518,2017-04-29T00:00:00.000Z,W MAIN ST,21:04,323,VA,,,,,No Parking any time,n/a,323 W MAIN ST,90011,"(38.0306956, -78.48607095)",0.21504446400996305
355125,356126,86733218,2017-04-29T00:00:00.000Z,GRADY AVE,03:23,1400,VA,,,,,No Parking any time,n/a,1400 GRADY AVE,103885,"(38.040121, -78.496419)",1.9382806219903943
349573,347574,86126418,2017-04-29T00:00:00.000Z,CREAM ST,16:46,211,VA,,,,,No Parking any time,n/a,211 CREAM ST,31307,"(38.03254385, -78.490098747994)",0.08424058253192455
361843,361844,87186718,2017-04-29T00:00:00.000Z,5TH ST SW,15:50,211,NC,,,,,No Parking any time,n/a,211 5TH ST SW,16491,"(38.029957, -78.4883731737557)",0.8205094517444935
361844,361845,87186818,2017-04-29T00:00:00.000Z,5TH ST SW,15:52,201,VA,,,,,No Parking any time,n/a,201 5TH ST SW,106162,"(38.030254, -78.488167)",0.6346021163558577
364134,364135,87697622,2017-04-30T00:00:00.000Z,4TH ST NE,13:16,119,VA,,,,,Handicapped Space,n/a,119 4TH ST NE,112618,"(38.0306903, -78.4790572)",0.041217940561381075
363989,363990,87642418,2017-04-30T00:00:00.000Z,WAYSIDE PL,12:07,1800,VA,,,,,No Parking any time,n/a,1800 WAYSIDE PL,103958,"(38.042954, -78.49956)",3.791364173190002
363213,363214,87493824,2017-04-30T00:00:00.000Z,KENT TER,17:49,102,FL,,,,,Obstructing Traffic ,n/a,102 KENT TER,3961,"(38.0284018, -78.5097022465816)",11.609224631390738
355186,356187,86737316,2017-04-30T00:00:00.000Z,PAGE ST,00:05,1057,VA,,,,,Permit Zone w/o Permit,n/a,1057 PAGE ST,105542,"(38.0357432879147, -78.4945347909283)",0.06338517057453762
17666,18667,00202267,2017-05-01T09:33:54.000Z,8TH ST NW,09:33,100,VA,,,,,Parking 20ft of Intersection,n/a,100 8TH ST NW,124040,"(38.031794, -78.490671)",0.32589736625806365
364601,364602,87925318,2017-05-03T00:00:00.000Z,UNIVERSITY CIR,19:22,29,VA,,,,,No Parking any time,n/a,29 UNIVERSITY CIR,115975,"(38.0436147176455, -78.503653103923)",3.0846983732670665
17930,18931,00202546,2017-05-03T11:19:09.000Z,MONTICELLO AVE,11:19,200,VA,,,,,Void,n/a,200 MONTICELLO AVE,113609,"(38.028564, -78.485949)",1.198689412379908
355044,356045,86726505,2017-05-05T00:00:00.000Z,CASTALIA ST,08:05,700,VA,,,,,LT Side to Curb,n/a,700 CASTALIA ST,32237,"(38.021744, -78.47453)",4.256554762875814
18058,19059,00202685,2017-05-05T12:02:45.000Z,ELM ST,12:02,700,VA,,,,,No Parking any time,n/a,700 ELM ST,106560,"(38.027589, -78.49327)",4.353334096369725
364509,364510,87867522,2017-05-06T00:00:00.000Z,5TH ST SE,11:26,112,SC,,,,,Handicapped Space,n/a,112 5TH ST SE,26018,"(38.02921615, -78.4785108925717)",0.03587927273051244
364135,364136,87697719,2017-05-06T00:00:00.000Z,E MARKET ST,18:51,207,VA,,,,,No Parking Desig HR ,n/a,207 E MARKET ST,122640,"(38.0318953290284, -78.4820550494287)",0.07879478324965176
355189,356190,86737421,2017-05-07T00:00:00.000Z,4TH ST NW,04:16,200,VA,,,,,Dual Wheeled Veh Overnight,n/a,200 4TH ST NW,29567,"(38.03155, -78.48608)",0.04283455413766692
364129,364130,87695127,2017-05-07T00:00:00.000Z,W MAIN ST,09:19,711,NY,,,,,Void,n/a,711 W MAIN ST,19703,"(38.0316264, -78.4901306)",0.32480315032399304
364137,364138,87700121,2017-05-08T00:00:00.000Z,MEADE AVE,05:10,526,VA,,,,,Dual Wheeled Veh Overnight,n/a,526 MEADE AVE,107412,"(38.0307634852456, -78.4644504757209)",2.6146322805228275
355191,356192,86737521,2017-05-08T00:00:00.000Z,RIVERSIDE AVE,00:35,323,IN,,,,,Dual Wheeled Veh Overnight,n/a,323 RIVERSIDE AVE,8008,"(38.0253047730194, -78.4547800033515)",0.796619173751691
351080,351081,86394318,2017-05-08T00:00:00.000Z,UNIVERSITY CIR,16:53,1,VA,,,,,No Parking any time,n/a,1 UNIVERSITY CIR,47548,"(38.041883, -78.500436)",2.3738494188451087
18149,19150,00202789,2017-05-08T12:55:37.000Z,PROSPECT AVE,12:55,600,VA,,,,,No Parking any time,n/a,600 PROSPECT AVE,78304,"(38.025106, -78.494908)",8.947561068973028
361398,361399,87138422,2017-05-09T00:00:00.000Z,WEST ST,14:22,118,VA,,,05/09/2017,05/12/2017,Handicapped Space,granted,118 WEST ST,109922,"(39.7868634226302, -85.6131845878272)",22524.072626328525
361396,361397,87138307,2017-05-09T00:00:00.000Z,NORTH AVE,12:12,120,VA,,,,,Loading Zone,n/a,120 NORTH AVE,94153,"(38.042929, -78.466998)",25.426584057791167
18220,19221,00202878,2017-05-10T08:24:42.000Z,PATON ST,08:24,300,VA,,,,,Curb Painted Yellow,n/a,300 PATON ST,86820,"(38.02839, -78.502448)",7.395805646532943
18230,19231,00202888,2017-05-10T09:31:12.000Z,GRADY AVE,09:31,1100,VA,,,,,Curb Painted Yellow,n/a,1100 GRADY AVE,109604,"(38.0386862, -78.4909481)",2.193114954511682
18231,19232,00202889,2017-05-10T09:40:44.000Z,10TH ST NW,09:40,200,NC,,,,,Permit Zone w/o Permit,n/a,200 10TH ST NW,15510,"(38.034064, -78.493871)",0.03660945635603666
364513,364514,87880218,2017-05-12T00:00:00.000Z,5TH ST NW,18:17,213,VA,,,,,No Parking any time,n/a,213 5TH ST NW,94460,"(38.0320981165206, -78.4873896278265)",0.027718351603017395
364514,364515,87880318,2017-05-12T00:00:00.000Z,5TH ST SW,18:27,212,VA,,,,,No Parking any time,n/a,212 5TH ST SW,103274,"(38.02944105, -78.48816355)",1.084551886711863
364604,364605,87925718,2017-05-12T00:00:00.000Z,VIRGINIA AVE,19:20,1530,VA,,,,,No Parking any time,n/a,1530 VIRGINIA AVE,110636,"(38.0383282, -78.4997939496901)",0.2809398424042157
364603,364604,87925518,2017-05-12T00:00:00.000Z,GORDON AVE,18:20,1621,NC,,,,,No Parking any time,n/a,1621 GORDON AVE,15581,"(38.0401540377204, -78.4990630984412)",1.3230149089811878
18389,19390,00203047,2017-05-12T12:34:11.000Z,KING ST,12:34,1300,VA,,,,,Permit Zone w/o Permit,n/a,1300 KING ST,32129,"(38.02788345, -78.5015892609996)",7.7865114418165495
18391,19392,00203049,2017-05-12T12:41:03.000Z,GROVE ST,12:41,1300,VA,,,,,Void,n/a,1300 GROVE ST,46644,"(38.0287615600438, -78.5014894729459)",6.3309996793736865
363399,363400,87525613,2017-05-13T00:00:00.000Z,9 1/2 ST NE,08:23,225,VA,,,,,Blocking Drive ,n/a,225 9 1/2 ST NE,110598,"(38.030802, -78.4734892)",0.5887254255735228
360773,360774,87090918,2017-05-13T00:00:00.000Z,W MAIN ST,00:48,1395,VA,,,,,No Parking any time,n/a,1395 W MAIN ST,95181,"(38.0307356, -78.4870175)",0.293618383241424
362556,362557,87315822,2017-05-14T00:00:00.000Z,ORANGEDALE AVE,22:00,821,VA,,,05/15/2017,05/16/2017,Handicapped Space,granted,821 ORANGEDALE AVE,104786,"(38.0210212, -78.4985321957778)",20.86923812848783
363370,363371,87520515,2017-05-15T00:00:00.000Z,DICE ST,17:57,400,VA,,,,,Parking 20ft of Intersection,n/a,400 DICE ST,106162,"(38.028552, -78.487994)",1.6727172330914886
364501,364502,87862605,2017-05-15T00:00:00.000Z,W MAIN ST,13:18,400,VA,,,,,LT Side to Curb,n/a,400 W MAIN ST,111020,"(38.0306804646465, -78.4871397777778)",0.3250625227604398
18404,19405,00203078,2017-05-15T10:37:58.000Z,SHERWOOD RD,10:37,1100,VA,,,,,LT Side to Curb,n/a,1100 SHERWOOD RD,48999,"(38.045098, -78.480133)",19.756631522800493
18409,19410,00203083,2017-05-15T13:56:46.000Z,6TH ST SE,13:56,600,AL,,,,,No Parking any time,n/a,600 6TH ST SE,404,"(38.025695, -78.480166)",1.9848960967489466
362558,362559,87316013,2017-05-16T00:00:00.000Z,WILLOW DR,17:00,1323,VA,,,,,Blocking Drive ,n/a,1323 WILLOW DR,54552,"(38.0346023471647, -78.4617757616412)",9.177182461530325
362024,362025,87220422,2017-05-16T00:00:00.000Z,COURT SQ,15:51,300,VA,,,,,Handicapped Space,n/a,300 COURT SQ,58472,"(38.0309575, -78.4772841920494)",0.20479483953878366
355836,356837,86782025,2017-05-16T00:00:00.000Z,5TH ST SE,10:26,106,IN,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,106 5TH ST SE,7999,"(38.02953, -78.4785561)",0.025
362038,362039,87232915,2017-05-17T00:00:00.000Z,RIDGE ST,08:40,721,VA,,,,,Parking 20ft of Intersection,n/a,721 RIDGE ST,119868,"(38.023521, -78.4907554514516)",9.446211210037356
18512,19513,00203193,2017-05-17T11:55:06.000Z,HANOVER ST,11:55,400,VA,,,,,Parking 20ft of Intersection,n/a,400 HANOVER ST,122869,"(38.02797, -78.501318)",7.499305645267354
18532,19533,00203212,2017-05-17T13:38:59.000Z,HARTMANS MILL RD,13:38,200,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,200 HARTMANS MILL RD,38762,"(38.01967785, -78.488418955)",16.077224286648953
18561,19562,00203244,2017-05-18T10:18:17.000Z,OXFORD RD,10:18,1600,VA,,,,,No Parking any time,n/a,1600 OXFORD RD,110414,"(38.04730295, -78.4870721)",19.788827825071614
18568,19569,00203251,2017-05-18T10:52:23.000Z,JOHN ST,10:52,1300,VA,,,,,No Parking any time,n/a,1300 JOHN ST,143877,"(38.03679325, -78.4970275576935)",0.10944121081597565
364494,364495,87860525,2017-05-19T00:00:00.000Z,E MAIN ST,11:50,222,VA,,,05/19/2017,05/23/2017,Parking on Sidewalk/Blocking Sidewalk,denied,222 E MAIN ST,32046,"(38.0302464, -78.4801627)",0.025
364608,364609,87926218,2017-05-19T00:00:00.000Z,GORDON AVE,00:09,1307,VA,,,,,No Parking any time,n/a,1307 GORDON AVE,136466,"(38.038993683941, -78.4959731972698)",1.1985528463490522
362559,362560,87316218,2017-05-19T00:00:00.000Z,2ND ST NE,19:30,1,VA,,,,,No Parking any time,n/a,1 2ND ST NE,44759,"(38.032071, -78.480069)",0.27345270956936674
362173,362174,87253502,2017-05-23T00:00:00.000Z,MADISON AVE,11:35,300,VA,,,,,Overtime Parking,n/a,300 MADISON AVE,136451,"(38.041839, -78.493997)",4.584066154618006
18731,19732,00203429,2017-05-23T10:15:48.000Z,PARKWAY ST,10:15,200,VA,,,,,Permit Zone w/o Permit,n/a,200 PARKWAY ST,93304,"(38.0351487, -78.4778508)",2.763298120215742
355129,356130,86733419,2017-05-24T00:00:00.000Z,E MARKET ST,15:40,301,VA,,,,,No Parking Desig HR ,n/a,301 E MARKET ST,106197,"(38.0317403, -78.4819014)",0.06180187241903019
364495,364496,87860909,2017-05-24T00:00:00.000Z,1ST ST S,10:50,108,VA,,,,,Other,n/a,108 1ST ST S,110684,"(38.0305871020408, -78.4814858367347)",0.025
18923,19924,00203622,2017-05-24T13:30:34.000Z,W MAIN ST,13:30,1200,MI,,,,,No Parking any time,n/a,1200 W MAIN ST,14140,"(38.03291, -78.496616)",0.6414001471617575
364337,364338,87800513,2017-05-25T00:00:00.000Z,CHARLTON AVE,09:05,919,VA,,,,,Blocking Drive ,n/a,919 CHARLTON AVE,107769,"(38.03920625, -78.4885540051096)",3.481445627040871
18980,19981,00203683,2017-05-25T12:39:01.000Z,LITTLE HIGH ST,12:39,1000,VA,,,,,Overtime Parking,n/a,1000 LITTLE HIGH ST,102364,"(38.03092, -78.471814)",0.926399971541373
18984,19985,00203687,2017-05-25T12:53:40.000Z,1ST ST N,12:53,500,VA,,,,,Permit Zone w/o Permit,n/a,500 1ST ST N,44820,"(38.034641, -78.479602)",1.8019221042949871
18989,19990,00203692,2017-05-25T13:10:11.000Z,FARISH ST,13:10,600,VA,,,06/12/2017,06/14/2017,Permit Zone w/o Permit,granted,600 FARISH ST,106605,"(38.034626, -78.475606)",2.9536472032280052
18991,19992,00203694,2017-05-25T13:25:50.000Z,8TH ST NE,13:25,500,VA,,,,,Void,n/a,500 8TH ST NE,128506,"(38.033404, -78.474256)",2.186828406790693
18993,19994,00203696,2017-05-25T13:33:20.000Z,SYCAMORE ST,13:33,900,VA,,,,,Permit Zone w/o Permit,n/a,900 SYCAMORE ST,110704,"(38.03389, -78.472012)",3.382544134578831
18996,19997,00203699,2017-05-25T13:39:21.000Z,LOCUST AVE,13:39,600,VA,,,05/26/2017,05/30/2017,Permit Zone w/o Permit,granted,600 LOCUST AVE,107313,"(38.033311, -78.470104)",3.409192879114587
18998,19999,00203701,2017-05-25T13:45:16.000Z,E JEFFERSON ST,13:45,1100,VA,,,,,LT Side to Curb,n/a,1100 E JEFFERSON ST,107678,"(38.029307, -78.471459)",0.26005846924967857
355381,356382,86753116,2017-05-26T00:00:00.000Z,CHERRY AVE,09:57,1013,VA,,,,,Permit Zone w/o Permit,n/a,1013 CHERRY AVE,110536,"(38.02836735, -78.4983189527647)",5.442378627929367
364497,364498,87861718,2017-05-26T00:00:00.000Z,4TH ST SE,14:42,115,VA,,,,,No Parking any time,n/a,115 4TH ST SE,109943,"(38.029652, -78.4795323)",0.025
362561,362562,87316425,2017-05-30T00:00:00.000Z,BRANDYWINE DR,16:48,1600,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,1600 BRANDYWINE DR,110703,"(38.057304, -78.488625)",53.52516866623185
349182,347183,86100113,2017-05-30T00:00:00.000Z,7TH ST NE,20:38,211,VA,,,,,Blocking Drive ,n/a,211 7TH ST NE,109462,"(38.0303487346939, -78.4766516326531)",0.10841200276475509
19036,20037,00203743,2017-05-30T09:59:26.000Z,6TH ST NW,09:59,200,VA,,,,,Parking 20ft of Intersection,n/a,200 6TH ST NW,117952,"(38.0318409, -78.4878910560903)",0.08516369239408733
364609,364610,87926326,2017-05-31T00:00:00.000Z,15TH ST NW,20:46,328,VA,,,,,Curb Painted Yellow,n/a,328 15TH ST NW,105539,"(38.036865, -78.4987846938292)",0.03423017701113277
19158,20159,00203869,2017-05-31T14:09:53.000Z,10TH ST NE,14:10,100,VA,,,,,Overtime Parking,n/a,100 10TH ST NE,126766,"(38.0298513, -78.4727342)",0.30532915436154157
364499,364500,87862309,2017-06-01T00:00:00.000Z,7TH ST NW,09:08,120,VA,,,,,Other,n/a,120 7TH ST NW,132029,"(38.0316633602789, -78.4895596738207)",0.25438524703733395
19179,20180,00203892,2017-06-01T10:55:24.000Z,11TH ST NE,10:55,200,VA,,,,,No Parking any time,n/a,200 11TH ST NE,109150,"(38.02839, -78.472023)",0.03229682276187755
19181,20182,00203894,2017-06-01T13:24:41.000Z,BOLLING AVE,13:24,700,VA,,,,,Parking 20ft of Intersection,n/a,700 BOLLING AVE,109476,"(38.023438, -78.479627)",4.153655050620934
364140,364141,87700627,2017-06-03T00:00:00.000Z,15TH ST NW,21:30,200,VA,,,,,12 Inches From Curb,n/a,200 15TH ST NW,105539,"(38.0351591, -78.4995548533032)",0.16221024898797454
19304,20305,00204036,2017-06-05T13:02:41.000Z,7TH ST NE,13:02,300,VA,,,,,Warning,n/a,300 7TH ST NE,95039,"(38.031242, -78.47601)",0.4352659907484079
19470,20471,00204204,2017-06-07T08:56:14.000Z,DRUID AVE,08:56,600,VA,,,,,LT Side to Curb,n/a,600 DRUID AVE,85440,"(38.020298, -78.484005)",11.573856363488837
19471,20472,00204205,2017-06-07T08:59:21.000Z,EARLY ST,08:59,1500,VA,,,,,LT Side to Curb,n/a,1500 EARLY ST,109073,"(38.01830345, -78.4841179127258)",16.113888533439493
19529,20530,00204263,2017-06-07T12:35:25.000Z,DRUID AVE,12:35,1000,VA,,,,,LT Side to Curb,n/a,1000 DRUID AVE,107297,"(38.01726095, -78.4777525012105)",13.853183667145549
19533,20534,00204267,2017-06-07T12:40:04.000Z,ALTAVISTA AVE,12:40,700,VA,,,,,LT Side to Curb,n/a,700 ALTAVISTA AVE,134380,"(38.02026975, -78.4819255832469)",10.319546265208643
19534,20535,00204268,2017-06-07T12:43:13.000Z,RIALTO ST,12:43,1000,VA,,,,,LT Side to Curb,n/a,1000 RIALTO ST,65109,"(38.016239, -78.482933)",20.464676034005638
19557,20558,00204291,2017-06-07T13:57:17.000Z,2ND ST NE,13:57,400,VA,,,,,LT Side to Curb,n/a,400 2ND ST NE,103859,"(38.032856, -78.479579)",0.6501516651200757
358409,358410,86877005,2017-06-08T00:00:00.000Z,CENTER AVE,12:47,2219,VA,,,,,LT Side to Curb,n/a,2219 CENTER AVE,108488,"(38.02525945, -78.510728914869)",19.825402308778305
19574,20575,00204309,2017-06-08T09:22:56.000Z,7TH ST SW,09:22,300,MA,,,,,Blocking Drive ,n/a,300 7TH ST SW,9461,"(38.03004025, -78.490030264596)",1.0787393044050873
19681,20682,00204416,2017-06-09T11:59:10.000Z,10TH ST NW,11:59,300,CO,,,,,No Parking any time,n/a,300 10TH ST NW,1842,"(38.03523435, -78.4931775900304)",0.05181727382086513
19745,20746,00204487,2017-06-12T13:21:03.000Z,EDGEWOOD LN,13:21,1900,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,1900 EDGEWOOD LN,42663,"(38.044589, -78.501004)",5.301697293518021
19972,20973,00204716,2017-06-14T14:10:23.000Z,BING LN,14:10,900,VA,,,,,No Parking any time,n/a,900 BING LN,109414,"(38.0197859, -78.5079382031598)",34.071441698202044
20056,21057,00204803,2017-06-16T10:52:35.000Z,VALLEY RD,10:52,200,VA,,,,,No Parking any time,n/a,200 VALLEY RD,108860,"(38.0307112, -78.5082282)",6.60704369498814
358415,358416,86877326,2017-06-17T00:00:00.000Z,14TH ST NW,14:55,304,VA,,,,,Curb Painted Yellow,n/a,304 14TH ST NW,115224,"(38.0362414, -78.49805686003)",0.025
363647,363648,87557802,2017-06-19T00:00:00.000Z,13TH ST NE,11:05,100,RI,,,,,Overtime Parking,n/a,100 13TH ST NE,25209,"(38.028369, -78.467304)",0.3882043421786221
20191,21192,00204948,2017-06-19T13:52:49.000Z,MADISON AVE,13:52,600,VA,,,,,LT Side to Curb,n/a,600 MADISON AVE,103950,"(38.040953, -78.495533)",2.9843302686566386
363648,363649,87557902,2017-06-20T00:00:00.000Z,10 1/2 ST NW,11:25,12,VA,,,,,Overtime Parking,n/a,12 10 1/2 ST NW,85923,"(38.037597, -78.493246)",0.8714634610934896
20262,21263,00205024,2017-06-20T13:31:01.000Z,BAINBRIDGE ST,13:31,500,VA,,,,,Warning,n/a,500 BAINBRIDGE ST,69807,"(38.0231582786885, -78.4725775081967)",2.104359076189195
20266,21267,00205028,2017-06-20T14:06:50.000Z,OBSERVATORY AVE,14:06,100,VA,,,,,Permit Zone w/o Permit,n/a,100 OBSERVATORY AVE,87396,"(38.026594, -78.513472)",18.589544304070312
345771,346772,86070316,2017-06-21T00:00:00.000Z,7TH ST NE,14:04,520,FL,,,,,Permit Zone w/o Permit,n/a,520 7TH ST NE,4392,"(38.0328068979592, -78.4752345714286)",1.4532306661255763
20334,21335,00205097,2017-06-21T14:11:48.000Z,PARK LN E,14:11,600,VA,,,06/30/2017,06/30/2017,Permit Zone w/o Permit,granted,600 PARK LN E,105957,"(38.035699, -78.47532)",4.282463738196007
20336,21337,00205099,2017-06-21T14:16:10.000Z,WINE ST,14:16,200,VA,,,,,LT Side to Curb,n/a,200 WINE ST,109050,"(38.035809, -78.47808)",3.3840389893979457
20355,21356,00205118,2017-06-22T09:38:57.000Z,EVERGREEN AVE,09:38,600,VA,,,,,LT Side to Curb,n/a,600 EVERGREEN AVE,50205,"(38.036552, -78.475086)",5.517395148708449
20372,21373,00205135,2017-06-22T10:51:10.000Z,ELKHORN RD,10:51,100,VA,,,,,Void,n/a,100 ELKHORN RD,107112,"(38.0206794, -78.5018689012295)",24.89318907567203
20502,21503,00205264,2017-06-23T09:40:28.000Z,CAMERON LN,09:40,100,VA,,,,,Permit Zone w/o Permit,n/a,100 CAMERON LN,109081,"(38.041253, -78.509716)",0.21758891743345676
20505,21506,00205267,2017-06-23T09:45:52.000Z,BOLLINGWOOD RD,09:45,100,VA,,,,,Permit Zone w/o Permit,n/a,100 BOLLINGWOOD RD,107583,"(38.041267, -78.509819)",0.21240178013145153
20506,21507,00205268,2017-06-23T09:49:18.000Z,MINOR RD,09:49,100,VA,,,06/23/2017,06/28/2017,Permit Zone w/o Permit,granted,100 MINOR RD,30429,"(38.039812, -78.513538)",0.11038460365161366
20560,21561,00205321,2017-06-23T11:51:45.000Z,CRESAP RD,11:51,100,VA,,,,,Permit Zone w/o Permit,n/a,100 CRESAP RD,105585,"(38.040516, -78.508165)",0.15369090843695457
20607,21608,00205368,2017-06-23T14:02:28.000Z,PATON ST,14:02,500,VA,,,,,LT Side to Curb,n/a,500 PATON ST,37794,"(38.026935, -78.502032)",9.725704663195119
362022,362023,87215616,2017-06-27T00:00:00.000Z,PINE ST,10:30,500,VA,,,06/30/2017,07/05/2017,Permit Zone w/o Permit,denied,500 PINE ST,78304,"(38.026905, -78.494496)",5.805869622722158
20742,21743,00205502,2017-06-27T07:57:37.000Z,RAINIER RD,07:57,700,VA,,,,,Parking 20ft of Intersection,n/a,700 RAINIER RD,66253,"(38.01901245, -78.5073086381794)",36.12370756370843
364194,364195,87720318,2017-06-28T00:00:00.000Z,7TH ST NE,10:19,108,VA,,,,,No Parking any time,n/a,108 7TH ST NE,110286,"(38.0298098274522, -78.4766843261431)",0.026780784982096243
20808,21809,00205569,2017-06-28T11:37:02.000Z,SEMINOLE TRL,11:37,1100,VA,,,06/30/2017,07/05/2017,Handicapped Space,granted,1100 SEMINOLE TRL,119627,"(38.0683746, -78.4857573)",119.40939161161864
20851,21852,00205612,2017-06-28T14:08:35.000Z,SHAMROCK RD,14:08,500,VA,,,,,12 Inches From Curb,n/a,500 SHAMROCK RD,84759,"(38.023625, -78.506528)",20.65789555390138
364396,364397,87820622,2017-06-29T00:00:00.000Z,SEMINOLE TRL,15:25,1155,VA,,,,,Handicapped Space,n/a,1155 SEMINOLE TRL,46121,"(38.0667270432087, -78.4871223001916)",106.1024046607283
362648,362649,87353509,2017-06-30T00:00:00.000Z,SONOMA ST,20:43,106,VA,,,,,Other,n/a,106 SONOMA ST,110432,"(38.0209218, -78.473143)",4.747561321175546
364143,364144,87701221,2017-06-30T00:00:00.000Z,RUGBY AVE,02:50,1609,VA,,,,,Dual Wheeled Veh Overnight,n/a,1609 RUGBY AVE,95660,"(38.0460004478513, -78.4889083314707)",15.060181145392946
20952,21953,00205715,2017-06-30T08:30:13.000Z,SHAMROCK RD,08:30,700,PA,,,,,LT Side to Curb,n/a,700 SHAMROCK RD,23967,"(38.024323, -78.506838)",19.04597105501671
20957,21958,00205719,2017-06-30T08:46:30.000Z,BLENHEIM AVE,08:46,700,VA,,,,,LT Side to Curb,n/a,700 BLENHEIM AVE,74723,"(38.022664, -78.480197)",5.409117855911873
20972,21973,00205734,2017-06-30T09:52:22.000Z,6TH ST SE,09:52,1500,VA,,,,,No Parking any time,n/a,1500 6TH ST SE,118688,"(38.01867155, -78.4849858)",15.887559501492646
20977,21978,00205739,2017-06-30T10:09:20.000Z,6TH ST SE,10:09,200,VA,,,,,Void,n/a,200 6TH ST SE,98673,"(38.028291, -78.478115)",0.18546154137061727
20988,21989,00205754,2017-06-30T10:41:09.000Z,E MAIN ST,10:41,200,VA,,,,,Other,n/a,200 E MAIN ST,32948,"(38.0300754, -78.4792529)",0.025
20989,21990,00205755,2017-06-30T10:53:46.000Z,PAGE ST,10:53,800,VA,,,,,Permit Zone w/o Permit,n/a,800 PAGE ST,106083,"(38.034002, -78.490201)",0.025
21001,22002,00205767,2017-06-30T11:27:31.000Z,W MAIN ST,11:27,1000,SC,,,,,No Parking any time,n/a,1000 W MAIN ST,26052,"(38.0325762323232, -78.4950551111111)",0.5666718701456821
21038,22039,00205804,2017-06-30T12:33:32.000Z,HEDGE ST,12:33,400,VA,,,,,No Parking any time,n/a,400 HEDGE ST,115932,"(38.033639, -78.477314)",1.5831968485405155
358278,358279,86868813,2017-07-03T00:00:00.000Z,GOODMAN ST,16:21,127,NC,,,,,Blocking Drive ,n/a,127 GOODMAN ST,15584,"(38.02661105, -78.4753132810924)",0.44920338298525153
350352,350353,86325018,2017-07-04T00:00:00.000Z,RIDGE ST,18:29,801,OH,,,,,No Parking any time,n/a,801 RIDGE ST,22425,"(38.02255605, -78.4915476674763)",11.833051862105464
363200,363201,87488413,2017-07-06T00:00:00.000Z,HINTON AVE,21:45,632,VA,,,,,Blocking Drive ,n/a,632 HINTON AVE,123558,"(38.02582435, -78.4783879859121)",1.4410357443446369
21171,22172,00205942,2017-07-06T09:19:37.000Z,RIVER VISTA AVE,09:19,1200,VA,,,,,Warning,n/a,1200 RIVER VISTA AVE,108185,"(38.038246, -78.462777)",16.262211663286262
21177,22178,00205948,2017-07-06T09:39:00.000Z,RIVER RD,09:39,1400,VA,,,,,LT Side to Curb,n/a,1400 RIVER RD,46623,"(38.043152382108, -78.4576434864596)",36.01484988644359
21255,22256,00206025,2017-07-06T14:27:31.000Z,COURT SQ,14:27,1,VA,,,,,Warning,n/a,1 COURT SQ,112279,"(38.0312338, -78.4773131)",0.28419598653653616
21326,22327,00206101,2017-07-07T14:19:35.000Z,ANDERSON ST,14:19,900,VA,,,,,Handicapped Space,n/a,900 ANDERSON ST,108820,"(38.035564, -78.491015)",0.28420513057086233
21332,22333,00206107,2017-07-07T14:43:03.000Z,9TH ST NW,14:43,500,VA,,,,,No Parking any time,n/a,500 9TH ST NW,108222,"(38.035549, -78.490828)",0.2985589286144641
364200,364201,87721622,2017-07-11T00:00:00.000Z,E MAIN ST,09:13,400,VA,,,,,Handicapped Space,n/a,400 E MAIN ST,33275,"(38.02980605, -78.4792609875)",0.025
364203,364204,87721807,2017-07-12T00:00:00.000Z,7 1/2 ST SW,14:12,120,VA,,,,,Loading Zone,n/a,120 7 1/2 ST SW,104369,"(38.02747, -78.493158)",4.459166222703468
21584,22585,00206373,2017-07-13T10:44:23.000Z,LITTLE HIGH ST,10:44,1100,VA,,,,,LT Side to Curb,n/a,1100 LITTLE HIGH ST,38041,"(38.030559, -78.470766)",0.9091814976619839
364248,364249,87765222,2017-07-14T00:00:00.000Z,3RD ST NE,11:49,101,VA,,,,,Handicapped Space,n/a,101 3RD ST NE,110815,"(38.030468, -78.480041)",0.025
